MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
IYOHOU_stripped.cif,7.021724658,1.138023253,0.146030099,0.045091417,6.170106489,0.276105189,5.549217455,0.744231744,0.01943418,0.178718757,0.79029266,LOW,6.54418,8.43875,0.954156,1606.19,1683.36,0.63434,0.664818,7.73E-06,2.88E-05,8.15E-05,2.07E-05,0.000987925,0.000343098,0.000309547,2175252.687,2812096.121,7188717.613,-15.01830521,-21.73977269,-24.66914713,-26.30736863,3
IZESAJ_stripped.cif,6.312561857,1.369644616,0.112105887,0.030302516,4.608904955,0.130756166,4.189001858,0.622110553,0.012321079,0.107627604,0.663597752,LOW,5.25172,8.67908,0.895067,1487.85,1662.27,0.63884,0.713734,1.10E-05,3.15E-05,9.57E-05,5.99E-06,0.000300852,0.000186646,0.000131589,884130.7928,1568618.069,3366198.958,-16.4884541,-21.22522256,-24.180796,-17.36404658,3
IZEWAN_stripped.cif,10.45389441,1.233021091,0.146233305,0.024136785,8.478277043,0.20398472,9.704429668,0.986970017,0.010448991,0.174240336,0.928307604,LOW,8.48639,9.04728,0.87931,1617.02,1838.97,0.66838,0.760119,2.71E-05,0.000365766,0.000780542,0.0481041,0.000702816,0.000153152,0.000177214,4990322.466,14703621.17,36307014.27,-19.67984427,-33.90063509,-32.81248079,-51.19381966,3
IZIHAC_stripped.cif,6.795242206,0.375791388,0.065335392,0.017131227,18.08248517,0.842462666,8.543373424,0.931629389,0.020233772,0.160162346,1.257258118,LOW,5.53893,7.32431,1.3207,1250.67,946.977,0.56646,0.428908,8.39E-06,0.0270336,0.0122107,11414100000,0.000283076,1.19E-06,2.53E-07,936509.1924,12661996.55,1215664.839,-16.59152294,-53.51599085,-49.30933906,-119.6446055,3
JADMEJ_stripped.cif,7.494929538,1.266314086,0.077266473,0.048535632,5.918697121,0.234916022,5.787780329,0.762512039,0.017237363,0.142305864,0.772226116,LOW,4.11406,9.51763,0.898893,1401.65,1559.3,0.6171,0.686511,1.52E-05,4.83E-05,0.00014142,5.06E-06,0.000168159,0.000184347,9.37E-05,684644.1955,2386735.158,3555086.965,-18.00874733,-23.57975135,-26.01328071,-18.43759324,2
JAKPOD_stripped.cif,9.512911381,0.260874161,0.146241784,0.028373608,36.4655179,4.005541754,14.85804873,1.171961778,0.047704922,0.508053359,1.561882386,HIGH,5.4798,5.7805,1.19168,1544.24,1295.85,0.64174,0.538517,1.31E-05,0.00191764,0.00148669,95.5578,0.000981761,0.000145097,5.70E-05,4573822.429,98978533.03,30120243.5,-17.57786742,-39.47413595,-35.66219616,-72.73583278,2
JAMPOF_stripped.cif,3.427685752,0.750897168,0.06152187,0.045498225,4.564787161,0.28846846,2.260286364,0.354163465,0.027444929,0.102447445,0.659420533,LOW,4.84359,7.04998,1.15892,805.983,695.459,0.47794,0.4124,2.13E-05,5.70E-05,0.000302594,17709.7,0.000196375,9.41E-05,5.78E-05,1446276.088,1855381.835,6047154.525,-21.66861471,-26.33699827,-31.34575021,-93.91278307,2
JAMPUL_stripped.cif,3.27047216,0.781648305,0.117205208,0.059720685,4.184071198,0.353097373,2.032922441,0.30812081,0.036650485,0.140268572,0.621599066,LOW,5.01853,7.13183,1.17233,805.669,687.236,0.4877,0.416008,1.84E-05,4.30E-05,0.000251108,19.2047,0.000236123,0.000120946,7.71E-05,1521396.653,1817939.605,6774915.293,-21.2136329,-25.01719832,-30.95092384,-78.44345037,2
JAPYEH_stripped.cif,8.240563705,0.525919804,0.140491804,0.020999849,15.66885984,0.680296943,9.84778179,0.993338417,0.01885582,0.228761437,1.195037396,LOW,5.76023,6.82971,1.154,2108.1,1826.78,0.68528,0.593832,5.61E-06,0.00173032,0.000412691,240624,0.000973803,1.88E-05,0.00013974,1883295.984,11177863.27,19865837.63,-14.26319508,-42.71686868,-33.80585501,-98.24037006,2
JAPYIL_stripped.cif,8.174180746,0.564674043,0.054025175,0.016317378,14.47592792,0.429112492,9.487333554,0.97714417,0.012873868,0.122498408,1.160646412,LOW,5.91255,6.92453,1.13764,2124.1,1867.11,0.69116,0.607538,5.42E-06,0.00233456,0.000452007,277158,0.000908631,8.09E-06,0.000125037,1671238.013,6415585.464,19193111.32,-14.11969661,-43.28925087,-34.17333777,-96.34240805,2
JAPYOR_stripped.cif,7.593056451,0.65962748,0.13270668,0.014953944,11.51112814,0.329508023,8.057128029,0.906180265,0.012431754,0.169528662,1.061117888,LOW,5.8862,6.92314,1.14765,2117.55,1845.11,0.6892,0.600529,5.40E-06,0.000179427,0.000108949,208.852,0.001059749,0.000100333,0.000300486,1959539.192,6167295.07,11215336.04,-14.13726709,-33.40299683,-26.47870904,-76.09687044,2
JAPZAE_stripped.cif,7.815465165,0.556343634,0.178212934,0.026399401,14.04790977,0.73956793,8.969119336,0.952749802,0.022863919,0.271586105,1.147611709,LOW,5.71747,6.82263,1.17841,2116.11,1795.73,0.6869,0.582903,5.56E-06,0.000994892,0.000252592,16825.4,0.001007945,1.79E-05,0.000144646,1972623.455,6281444.113,12852212.58,-14.32698097,-41.05511329,-31.26291222,-91.50087258,2
JAPZEI_stripped.cif,7.743325871,0.575079075,0.120097609,0.023816423,13.464802,0.595456125,8.743763352,0.941698395,0.019205875,0.201266159,1.129199971,LOW,5.7081,6.82702,1.18226,2118.69,1792.06,0.68642,0.580598,5.54E-06,0.000768038,0.000229944,14690.4,0.001144677,3.03E-05,0.000204696,2239835.201,8213003.066,16611142.24,-14.33982422,-39.70514205,-30.80448363,-88.19663905,2
JAPZIM_stripped.cif,7.622004316,0.613281018,0.13651652,0.019195644,12.42824104,0.448189844,8.34159521,0.921249111,0.015661619,0.191237417,1.094409668,LOW,5.82807,6.88645,1.17818,2116.97,1796.82,0.6892,0.584972,5.53E-06,0.000565049,0.00020467,5788.24,0.000854012,4.48E-05,0.000190277,1660365.307,8896793.526,13696430.89,-14.33759257,-38.75245229,-30.29812028,-85.65058973,2
JAPZOS_stripped.cif,7.122622035,0.70382826,0.085676129,0.018765209,10.11982957,0.295999909,7.159468774,0.854880799,0.012702894,0.124911151,1.005173199,LOW,5.80168,6.86857,1.19511,2123.31,1776.67,0.69088,0.57809,6.41E-06,8.25E-05,0.000113883,0.161331,0.001130847,0.000212438,0.000434558,2587496.211,6253972.429,17655071.36,-14.8201542,-28.14858589,-25.36105466,-56.18145879,2
JASNAT_stripped.cif,3.871308813,0.69716241,0.081626704,0.053133061,5.552951158,0.439106397,2.882281756,0.459736433,0.034342367,0.146181526,0.744523854,LOW,3.98828,4.78374,1.2488,721.458,577.719,0.5199,0.416318,3.78E-05,0.000216329,0.000540026,2.66E-06,0.000414556,0.000254625,0.000214774,5845836.488,20533565.68,43235808.9,-23.46943175,-29.82016984,-30.81883414,-15.16787263,3
JASXEJ_stripped.cif,2.005410754,0.357456938,0.068274208,0.017045667,5.610216339,0.3287132,1.502011762,0.176673333,0.025446136,0.072242271,0.748979609,LOW,4.26238,5.29389,1.16352,411.152,353.368,0.46632,0.400782,1.97E-05,7.87E-05,0.000318565,3.56E-06,0.00022244,0.0001814,0.000160424,1521153.387,4957803.888,17749916.85,-22.17052346,-27.57193672,-30.2411521,-18.87214205,2
JATVOS_stripped.cif,1.695383035,0.518859225,0.068381982,0.050433752,3.267520272,0.343865622,0.871796966,-0.059584647,0.04570406,0.085091234,0.514218291,LOW,3.84925,5.563,1.35577,318.26,234.745,0.42256,0.311676,3.90E-05,0.000113096,0.000856346,2.79E-06,0.000231281,0.000256289,9.21E-05,3648359.192,11730538.06,31904036.4,-25.1803406,-29.79036656,-34.53848521,-19.23945368,2
JAXNUU_stripped.cif,2.473892033,0.156145407,0.044668195,0.01521656,15.84351455,1.570247626,2.968303134,0.472508251,0.043042841,0.119210519,1.199851527,LOW,3.87709,4.5256,1.57533,360.038,228.547,0.46488,0.2951,3.35E-05,0.000386223,0.00115827,1.12E-05,5.25E-05,6.42E-05,1.68E-05,827962.1948,11653211.66,9137376.416,-25.63670089,-35.47180193,-36.18681048,-23.51263559,3
JAYDEV_stripped.cif,5.222692527,0.995569868,0.095706826,0.06084393,5.245932703,0.334705969,3.759412714,0.575120006,0.027709268,0.160278217,0.719822715,LOW,4.78327,5.61949,1.06296,1100.79,1035.59,0.53238,0.500849,2.85E-05,8.06E-05,0.000299763,3.30E-06,0.000442323,0.000265617,0.000267852,4005403.778,6796840.245,25476795.12,-20.18516479,-24.82243622,-26.9525031,-15.0215644,2
JECFON_stripped.cif,4.166977056,0.157502322,0.130901256,0.026494846,26.45660722,4.527435148,5.927667163,0.77288381,0.074319435,0.36135993,1.42253415,LOW,4.01957,4.542,1.63145,506.605,310.524,0.48254,0.295773,8.78E-06,0.00199719,0.00515451,39.0735,0.00011409,2.66E-05,2.74E-06,488005.773,25891052.51,6888680.983,-21.10656509,-42.62516225,-44.13143049,-72.52399118,2
JEDQIS_stripped.cif,4.960387226,0.783787412,0.066344688,0.033249873,6.328740616,0.281505825,3.974844081,0.599320097,0.019317655,0.109582739,0.801317296,LOW,4.25125,6.37979,0.980775,964.339,983.242,0.56426,0.575321,1.89E-05,6.22E-05,0.000322952,1.19E-05,5.61E-05,5.04E-05,2.78E-05,309694.7393,918421.5223,2631408.663,-21.76310235,-27.57951178,-31.47540694,-25.00541001,2
JEDQOY_stripped.cif,6.330566947,1.43701581,0.095932682,0.046835437,4.405356505,0.158341074,4.076765211,0.6103157,0.015609782,0.116540865,0.64398106,LOW,7.54659,8.22352,0.859062,1130.03,1315.42,0.61982,0.721508,2.05E-05,7.24E-05,0.000380073,8.64E-06,6.91E-05,6.41E-05,1.67E-05,362481.448,1189817.767,1629686.466,-22.78118304,-28.67419935,-33.11425879,-22.82514442,2
JEJWEB_stripped.cif,9.276505131,2.806213975,0.295544351,0.028381085,3.305701281,0.11049702,4.816951507,0.682772274,0.014516813,0.204172418,0.519263606,LOW,8.57778,11.26671,0.544352,2204.34,4049.48,0.7968,1.46376,6.63E-06,1.80E-05,2.56E-05,0.00117152,0.001416102,0.000485101,0.000579548,1525928.719,1420341.29,2410271.361,-11.36398685,-17.53054654,-16.65196403,-40.71663381,3
JEJWOL_stripped.cif,13.0836655,2.249662276,0.255509413,0.036688029,5.8158354,0.147971132,10.00392904,1.000170603,0.011049667,0.24303959,0.764612107,HIGH,7.51137,9.81493,0.647443,2126.85,3285.01,0.75788,1.17057,8.15E-06,0.00653969,0.000480497,1185030,0.001023493,4.14E-05,9.52E-05,1612710.176,52324399.88,8843243.833,-13.38299495,-49.58216524,-37.32064752,-97.10193499,3
JISVEN_stripped.cif,7.629397561,0.441541733,0.100520765,0.016841962,17.27899537,0.697292943,9.441520537,0.975041942,0.017525931,0.182629182,1.237518488,LOW,4.66155,6.14852,1.16258,1602.96,1378.8,0.59504,0.511828,1.84E-05,0.0266496,0.0102232,21384700,0.000699956,4.17E-05,3.00E-05,4462610.427,385540571.9,106479312.6,-18.57086066,-49.64111004,-42.53582401,-109.2649566,2
JIVFUQ_stripped.cif,6.39855413,0.730153497,0.118994559,0.030291887,8.763299989,0.398419396,6.03171017,0.780440465,0.019744999,0.16895054,0.942667679,LOW,5.27152,6.22076,1.14554,1426.02,1244.85,0.63638,0.55553,1.26E-05,6.04E-05,0.000125072,8.24E-06,0.000728016,0.000193661,0.000344705,3130381.4,3999100.195,14742575.26,-17.13081886,-24.25272771,-24.4743971,-20.04950044,3
JODGAM_stripped.cif,4.048230053,0.940287026,0.09083982,0.077749786,4.305313102,0.368870479,2.566597045,0.40935769,0.037209469,0.161267127,0.634004741,LOW,4.73463,5.21702,1.1388,872.562,766.209,0.51112,0.448822,0.000149022,0.000465439,0.00252441,4.75E-06,0.001166902,0.00046294,0.000711323,59113607.16,73247094.77,610421271.4,-25.07311223,-29.36556954,-32.50578226,-15.59050265,3
JODGIU_stripped.cif,7.78096989,1.28948093,0.065501694,0.020629737,6.03418764,0.10908659,6.073971463,0.783472747,0.007851215,0.07966469,0.780618811,LOW,5.98977,9.1487,0.92582,1308.45,1413.29,0.59132,0.638699,2.46E-05,7.27E-05,0.000194383,3.16E-06,0.000546021,0.000318446,0.000274413,3707491.014,6399076.242,14741583.48,-18.25364545,-22.99971655,-24.50710881,-13.35627895,3
JODYIL_stripped.cif,2.164321075,0.142360532,0.055710441,0.012237294,15.20309767,1.364190464,2.558080521,0.407914211,0.038969716,0.107001999,1.181932085,LOW,3.97816,4.60009,1.29205,248.524,192.348,0.4172,0.322898,3.01E-05,0.00388502,0.00248673,12.2028,0.000388114,3.33E-05,0.000175795,4502879.333,49887566.59,168604775.2,-25.07544508,-46.20890527,-39.49618492,-74.04402477,2
JOFKIA_stripped.cif,3.848686096,0.178338882,0.105822767,0.015359943,21.58074585,1.951122012,5.134402997,0.710489953,0.039264701,0.20680128,1.33406645,LOW,5.14173,6.92869,1.57883,941.695,596.451,0.53024,0.335843,4.17E-06,4.39E-05,4.90E-05,0.00657217,0.000448716,0.000113444,0.000158677,881294.975,2345648.226,3664473.647,-16.07454907,-26.62613309,-24.91809372,-51.95228627,3
JOFKIA01_stripped.cif,4.470762705,0.155056483,0.070525744,0.011056948,28.8331234,2.105774292,6.526829323,0.814702256,0.031717901,0.175239553,1.459891691,LOW,5.09054,6.88318,1.58969,910.896,573.003,0.53102,0.33404,4.04E-06,9.84E-05,4.39E-05,0.118736,0.000454024,4.28E-05,0.00018209,870955.2474,1999592.362,3791647.894,-16.035381,-31.81513962,-24.45841844,-59.53080954,3
JOGHIY_stripped.cif,2.410838808,0.340113845,0.057089241,0.058383027,7.088328932,1.228286628,2.050524152,0.311864889,0.075255834,0.187815078,0.850543863,LOW,3.83843,4.68434,1.38674,320.768,231.311,0.42482,0.306344,1.62E-05,6.04E-05,0.000560829,2.23E-05,4.72E-05,0.00010314,1.22E-05,316481.922,2579884.404,2832471.473,-23.94854552,-30.491752,-34.88139723,-27.92826299,3
JOGQON_stripped.cif,2.697745082,0.506332114,0.0291042,0.008081637,5.328014966,0.102645047,1.960088332,0.292275643,0.008366752,0.030929342,0.726565436,LOW,5.20511,6.18433,1.12496,734.408,652.831,0.47798,0.424887,1.25E-05,3.84E-05,0.000171583,0.000429062,0.000407079,0.000317366,0.000175719,1715018.764,4090449.315,10124749.24,-19.51672053,-23.83442588,-28.35852412,-49.67667634,2
JOHFIW_stripped.cif,3.553139185,0.447264012,0.112381614,0.032884639,7.944165176,0.63583904,3.19799676,0.504878019,0.034760278,0.159641307,0.900048266,LOW,5.49731,5.91335,1.43845,1092.23,759.307,0.522,0.36289,2.29E-05,9.09E-05,0.000340059,6.76E-06,0.000321094,0.00021482,0.000199271,3157398.973,8381545.366,29096952.55,-20.18238165,-25.5391527,-28.24381178,-18.55552866,3
JOQRIS_stripped.cif,6.111636671,0.330046074,0.202957175,0.052275569,18.51752574,2.996738343,7.747006483,0.889133919,0.070282982,0.500692919,1.267582957,LOW,3.89406,5.69137,1.13982,964.565,846.243,0.54546,0.478549,5.75E-05,0.000793871,0.00154506,0.0215497,0.000185199,7.26E-05,5.35E-05,3623023.213,19604234.4,28107131.58,-22.49153,-35.54883172,-33.51431543,-52.95757396,2
JOQSOZ_stripped.cif,4.578283562,0.242358288,0.034105149,0.015469719,18.89055907,1.21396732,5.84301064,0.766636677,0.027909143,0.134986133,1.276244811,LOW,4.11909,5.48007,1.35656,784.903,578.598,0.5234,0.385829,2.02E-05,0.000229908,0.000642389,0.00194414,0.000114255,6.29E-05,8.24E-05,932441.1467,5852192.182,21433251.68,-21.62467311,-32.37831097,-32.59642542,-44.44852588,3
JOVCEE_stripped.cif,6.059131513,0.826575084,0.048479459,0.060397796,7.330406675,0.538833948,5.241924746,0.719490782,0.031923551,0.197923768,0.865128069,LOW,3.81166,5.09374,1.08167,746.604,690.236,0.5887,0.544253,3.23E-05,0.000165686,0.000807044,0.0016532,3.97E-05,0.000125463,2.51E-05,413787.282,6711973.395,6536977.326,-21.86361852,-28.96746175,-31.73674571,-44.82137068,2
JOVCII_stripped.cif,9.470174683,0.570050963,0.085788608,0.017280436,16.61285621,0.525604976,11.55782077,1.062875955,0.013740403,0.167016153,1.220444306,HIGH,3.92066,5.05057,0.951506,1021.35,1073.4,0.61066,0.641782,1.96E-05,0.00031691,0.000272492,16.5821,0.000172889,0.000112482,0.000127918,964168.4956,10124749.07,9900387.758,-19.20191092,-31.96670467,-27.09005094,-72.52119451,2
JOVXOJ_stripped.cif,6.773428466,1.037700278,0.076192603,0.025629757,6.527345716,0.177149304,5.518560183,0.741825783,0.011786562,0.101129811,0.814736615,LOW,5.2294,6.27852,0.940336,1382.55,1470.28,0.59298,0.630604,3.58E-05,0.000114825,0.000457802,7.18E-06,0.000410218,0.000252842,0.000171738,4123575.976,8149359.14,22068928.16,-20.17337003,-25.21243352,-28.18652492,-17.34233093,2
JOVXUP_stripped.cif,8.311934888,1.928974202,0.137167488,0.047245123,4.308992251,0.12725813,5.272889622,0.72204868,0.012826086,0.13761301,0.634375713,LOW,4.73833,8.20846,0.84105,1829.6,2175.38,0.6527,0.776054,1.63E-05,3.65E-05,0.000117711,3.89E-06,0.000435694,0.000309306,0.000188045,1785569.237,2833173.255,5557188.703,-16.44185703,-19.97270482,-22.90052278,-14.01242334,3
JOXMUG_stripped.cif,3.892736853,0.594214826,0.070085724,0.039610871,6.551059791,0.452346882,3.177686106,0.502110995,0.029987782,0.130000548,0.816311563,LOW,4.51221,5.58552,1.29905,885.382,681.562,0.52268,0.402356,0.00015456,0.000590958,0.00286579,5.40E-06,0.000442458,0.000183796,0.000279399,26518547.97,42118557.46,310491845,-25.47388873,-30.36718138,-33.22226315,-16.40845898,3
JOYKUF_stripped.cif,2.36349852,0.883510542,0.069846502,0.020730011,2.675122037,0.100943017,1.010025964,0.004332538,0.016387662,0.048899026,0.427343599,LOW,10.57978,10.74171,1.16221,904.13,777.94,0.53226,0.457972,3.14E-06,5.83E-06,2.54E-05,2.48E-06,0.000640622,0.000312026,0.000209089,698693.874,631568.3799,1844080.562,-15.02167981,-18.71516838,-23.88567687,-19.3101267,3
JUCGUL_stripped.cif,1.505786305,0.419712109,0.051240372,0.062619345,3.587664668,0.54901119,0.835428076,-0.078090934,0.066458979,0.104032707,0.554811844,LOW,4.50361,5.06546,1.24047,397.881,320.751,0.43318,0.349207,4.03E-05,0.000122068,0.00066556,1.84E-06,0.000291567,0.000217798,0.00016215,4354778.094,9844594.107,39961816.1,-24.47130031,-28.89267358,-31.96844961,-16.05181845,3
JUFBOD_stripped.cif,2.724860978,0.720840615,0.048481638,0.04302222,3.780115775,0.235421883,1.573621115,0.196900174,0.027047432,0.078839537,0.577505101,LOW,5.93791,7.28209,1.20751,754.138,624.54,0.46612,0.386018,8.21E-06,1.70E-05,6.64E-05,1.66E-06,0.000566272,0.00030923,0.000232762,1675059.987,1890853.497,5572623.592,-17.77886249,-21.21302779,-24.60353012,-16.40553271,2
JUFREJ_stripped.cif,2.308344094,0.000410882,0.052960448,0.00072747,5618.019212,9947.577289,8.655328279,0.937283544,0.768985965,1.786157276,3.74958322,LOW,6.00289,6.33605,2.30777,472.41,204.704,0.37702,0.16337,1.17E-06,0.00115954,0.000140439,354.262,0.000825053,2.86E-05,4.75E-05,667082.3775,22805943.07,4593305.033,-14.70821742,-41.69504419,-34.31458255,-80.79202332,3
JUGQOT_stripped.cif,8.944918127,0.38727551,0.117213362,0.003172493,23.09704046,0.356935831,12.19689978,1.086249455,0.006711477,0.170729939,1.363556335,HIGH,5.03774,6.35365,1.16137,2099.22,1807.54,0.66094,0.569106,7.31E-06,0.00215027,0.00116917,23334600,0.000842565,3.04E-05,4.79E-05,2135594.089,22688443.55,19421775.08,-15.56504674,-41.4369564,-36.38103649,-102.3930747,3
JUJVER_stripped.cif,4.009060515,0.901233142,0.055391495,0.037141484,4.448416651,0.193355961,2.598694906,0.414755295,0.01887715,0.083765036,0.648205458,LOW,4.06886,5.21896,1.12495,840.413,747.066,0.50668,0.450401,4.22E-05,0.000174705,0.000785262,5.52E-06,0.000337572,0.000155485,0.0001337,4785984.875,9121828.116,35256185.8,-23.39770265,-30.03590395,-32.3775828,-18.91853728,2
JUMLEK_stripped.cif,4.211642769,0.649283802,0.143928988,0.024299877,6.486597623,0.328746218,3.419925352,0.534016627,0.022010409,0.149172829,0.812016959,LOW,6.57606,7.17557,1.09396,1045.52,955.723,0.55166,0.504277,4.83E-06,2.26E-05,5.08E-05,5.03E-05,0.000353112,0.000196994,0.000186757,556575.0999,1454022.265,3098569.786,-15.71059959,-24.04467683,-24.93858986,-39.03283815,2
JUMSOB_stripped.cif,3.711294819,0.407786158,0.107139444,0.020273753,9.101080923,0.523223702,3.559476792,0.551386166,0.024967712,0.138366482,0.959092976,LOW,5.71069,6.4473,1.18011,877.777,743.812,0.5213,0.44174,5.31E-06,4.45E-05,9.62E-05,8.86E-05,0.000362266,0.000101438,0.000142878,678117.8605,1588558.95,4840463.03,-17.03748458,-26.99073643,-28.47242937,-37.7329662,2
JURYOM_stripped.cif,7.037793081,0.801871828,0.156414838,0.011552302,8.776705744,0.232458805,6.638972171,0.822100848,0.011502673,0.168299645,0.943331538,LOW,4.67666,5.42228,1.04402,1283.13,1229.02,0.5779,0.553531,2.79E-05,0.0123303,0.00566334,52.2908,0.000721513,1.44E-05,1.74E-05,6277988.595,55365206.3,30763634.98,-20.37591614,-49.69071741,-44.91536881,-72.15541586,2
JUTCIM_stripped.cif,5.542413189,1.472170605,0.038043741,0.031400574,3.764790011,0.084356589,3.190993168,0.503925874,0.009731114,0.058211826,0.575740757,LOW,14.87865,15.74073,0.734143,1750.47,2384.38,0.739,1.00662,1.22E-05,5.47E-05,0.000160529,0.0010931,0.000420518,0.000129468,0.000157516,1127899.366,1552159.417,5541346.289,-17.80250788,-24.6135692,-26.27842512,-41.7096604,3
JUWSUR_stripped.cif,3.6455907,0.23615457,0.022050014,0.052643208,15.43730743,3.442526951,4.3330454,0.636793239,0.096847877,0.354039088,1.188571553,LOW,4.94079,5.62912,1.79242,972.291,542.446,0.4917,0.274322,8.26E-06,0.000402176,0.000176183,5.68E+12,0.000292751,2.32E-05,0.000124687,1294060.917,4998920.317,11753888.58,-18.70106706,-40.73794497,-31.09803641,-142.2842043,3
JUWWIJ_stripped.cif,9.027644868,0.401608618,0.120371599,0.059080541,22.47871301,3.320393065,12.20331253,1.086477734,0.064150843,0.601555386,1.351771443,HIGH,3.97438,6.70216,1.09093,1619.94,1484.92,0.63522,0.582276,1.39E-05,0.00537361,0.00185274,4541250,0.00035693,9.62E-06,3.99E-05,1617668.527,16841861.4,24050070.32,-17.65242986,-46.10837805,-39.97380621,-104.2803209,2
JUYROM_stripped.cif,7.196119545,1.508362356,0.126903763,0.029265532,4.770816188,0.125086317,4.883234078,0.688707543,0.011386793,0.118870694,0.678592684,LOW,4.58648,6.54798,0.991599,1623.61,1637.36,0.59358,0.598609,2.87E-05,7.18E-05,0.000257127,3.99E-06,0.000944333,0.000408309,0.000502267,8009626.772,8673994.404,38227290.01,-18.82604983,-22.66332796,-25.37548439,-14.47127655,3
JUZXAD_stripped.cif,2.047401825,0.152563701,0.13877037,0.033115322,13.41998008,3.051638665,2.308961239,0.363416642,0.098756468,0.255683941,1.127751871,LOW,4.15619,4.47823,1.56295,313.025,200.279,0.41634,0.266381,2.44E-05,0.000135827,0.0004242,6.67E-06,0.000612482,0.000416317,0.000292296,6980993.116,26382160.42,57848705.99,-24.61747859,-30.4538352,-32.4619366,-30.27247923,3
JUZXEH_stripped.cif,7.261078687,0.486533316,0.091705343,0.026798793,14.92411402,0.843369311,8.523697193,0.930628013,0.024542203,0.208195062,1.173888558,LOW,4.99827,5.84176,1.1072,1053.05,951.1,0.56348,0.508925,1.16E-05,0.00136426,0.00187535,41.3769,0.000207984,2.23E-05,1.44E-05,794603.0133,10047941.91,8943825.075,-18.24355025,-43.26291579,-39.92861123,-72.08372746,2
KABTIS_stripped.cif,2.385619354,0.478155417,0.090000152,0.043353797,4.98921328,0.489962551,1.665238815,0.221476525,0.042649616,0.119578117,0.69803207,LOW,4.48094,5.12281,1.26267,436.09,345.371,0.47422,0.37557,1.42E-05,6.59E-05,0.000339931,0.00125578,0.000107417,0.000127894,7.10E-05,576236.9738,3176497.741,9099043.195,-22.49651009,-28.20455471,-32.84105182,-50.43639876,2
KABXES_stripped.cif,8.044804826,0.372723026,0.094733795,0.012285603,21.58386861,0.755480347,10.73280974,1.030713431,0.015201211,0.175865691,1.334129289,HIGH,4.95775,5.52669,1.1828,1664.1,1406.92,0.62596,0.529219,1.51E-05,0.0103969,0.00369565,11644700,0.000328022,3.37E-05,9.67E-05,1753748.321,123681035.7,126117064,-18.27561954,-47.99192182,-38.66009196,-105.8981983,3
KABXIW_stripped.cif,8.579175013,0.339705702,0.115255584,0.025696803,25.25472777,1.940270465,12.03094338,1.080299683,0.033365981,0.328731042,1.402342691,HIGH,4.9325,5.6255,1.14099,1672.06,1465.44,0.6264,0.548995,1.46E-05,0.0938153,0.0126806,1242000000,0.000355812,1.17E-05,5.44E-05,1773300.767,375112489.1,235028835.5,-18.01424755,-54.90478077,-43.96848118,-121.3449534,3
KABXOC_stripped.cif,7.917270456,0.374838265,0.11386212,0.025831352,21.12183091,1.486933959,10.48825805,1.020703364,0.030573449,0.285208565,1.324731562,HIGH,4.93801,5.51148,1.19591,1667.3,1394.17,0.62102,0.519288,1.56E-05,0.0159304,0.00408539,11264200,0.000392605,2.27E-05,8.49E-05,2183481.904,129246693.6,123840169.8,-18.42246491,-49.25533284,-39.06674778,-108.0958928,3
KACZOG_stripped.cif,3.136197761,0.326051192,0.062405249,0.01745871,9.618728097,0.549456807,3.083251367,0.489008933,0.024808484,0.099083511,0.983117648,LOW,5.15973,5.67404,1.33568,708.581,530.501,0.44536,0.333432,3.41E-05,0.000112416,0.000514321,4.75E-06,0.000507613,0.000299621,0.000291661,6892473.559,13429450.38,59809565.39,-21.89535893,-26.90474705,-29.82190101,-19.13025139,2
KADLUZ_stripped.cif,6.343545194,1.502866359,0.092558051,0.045001679,4.220964264,0.140598765,3.967327227,0.598498023,0.014466189,0.108499125,0.625411675,LOW,9.75481,14.27973,0.875377,1715.5,1959.72,0.70342,0.803562,1.32E-05,5.00E-05,0.000107627,4.32E-06,0.000527567,0.000244945,0.000266715,1815779.22,3202168.591,7500994.859,-17.32310264,-23.5262866,-24.44211243,-17.12473704,3
KAFJUZ_stripped.cif,8.415524004,0.093862686,0.111309495,0.022333367,89.65782211,21.36581161,16.43205274,1.21569182,0.103494083,0.897665508,1.952588185,HIGH,4.38655,6.85822,1.49163,1582.5,1060.93,0.5922,0.397016,5.11E-06,0.101173,0.0588604,39431800,0.000504886,3.49E-06,1.23E-05,1147895.724,157079106.9,321176995.2,-15.46791016,-56.38154228,-48.0346383,-104.6859323,2
KAFTOD_stripped.cif,9.808954152,1.699830844,0.123126982,0.076729354,5.770547219,0.270363003,7.466742644,0.873131183,0.020347665,0.220500617,0.761216999,LOW,5.96302,8.91532,0.776235,1858.69,2394.49,0.68032,0.876436,1.07E-05,0.000281073,0.000261396,3.74209,0.000857943,4.84E-05,0.000158145,2128861.973,3150940.603,9578635.921,-15.41492723,-36.51828606,-31.31178932,-67.03742633,2
