,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
1805,TADWIG_stripped.cif,7.6694954741,1.4036605491,0.0568145286,0.0413807351,11.4919738017,5.2952644778,0.0691227682,0.0713522711,5.463924649743509,0.1660872478366765,5.656288970867923,0.7525315887746202,0.0132012756166673,0.1095749621281086,0.7375047015764329,HIGH,12.02499,1.080084723886067,12.20077,1.0863872401992163,0.782648,1550.6,1981.22,0.67196,0.858572,-0.0662232789637054,3.03e-05,-4.518557371497695,0.00193622,-2.7130452981858126,0.00151855,-2.818570903866493,1.48916,0.17294136221424092,0.000527525,-3.277756953841128,9.22e-05,-4.035269078946371,0.00015344,-3.814061410173412,3735037.852,6.572295007444973,41724318.86,7.620389255650674,54436532.43,7.7358904531499695,-20.47018833,-44.96332718,-36.48903396,-65.31049563,3
1806,TAGQUQ_stripped.cif,3.6494747318,0.4490182423,0.1236350993,0.0361944502,4.5820437342,2.4601868882,0.0510473088,0.0518079817,8.12767586703459,0.7106643190982768,3.320899294373276,0.521255705902174,0.03797365905322708,0.1785009835285054,0.9099663755543629,LOW,6.66793,0.8239910319518127,7.35958,0.8668530305213236,1.49201,878.532,588.823,0.53068,0.35568,-0.44894055464508464,2.9e-05,-4.5376020021010435,0.000407291,-3.3900951865099316,0.000582922,-3.234389553707314,0.000434817,-3.3616934846826516,8.98e-05,-4.0467236633326955,5.92e-05,-4.22767829327708,4.37e-05,-4.359518563029578,1159655.053,6.064328824694839,10746453.24,7.0312651533255455,11342189.6,7.0546969028287965,-22.75666011,-34.19574626,-31.90152336,-38.4128223,2
1807,TAGSOL01_stripped.cif,1.27411832,0.1671207541,0.0769080238,0.0314289749,1.5442047332,1.2829097959,0.058776201,0.0329012944,7.623938312518661,1.505812913180012,1.124000901484306,0.050766659551105105,0.08577800766028151,0.1286381202128811,0.8821793736427133,LOW,3.89195,0.5901672522377379,4.28483,0.6319335960313284,1.63295,162.925,99.7732,0.3921,0.240118,-0.619575282643255,9.19e-06,-5.036684488613889,5.7961e-05,-4.236864130262018,0.000168379,-3.7737120740764216,19739600000.0,10.295338347951002,0.000476504,-3.3219334493370165,0.000108933,-3.962840535791801,0.000172881,-3.7622527340168452,2133431.699,6.329078743646128,3077672.784,6.488222444066825,14189351.64,7.151962551510797,-23.95700039,-30.9577202,-32.33496672,-130.2955964,2
1808,TAGSOL_stripped.cif,1.2559910704,0.1721048139,0.033939486,0.0208533918,1.5421449397,1.2668236629,0.031986196,0.0401079188,7.297826492696379,0.9059771518510374,1.084163370369374,0.03509473008422938,0.0539148030133497,0.07378212319844159,0.863193533712064,LOW,3.88209,0.5890655995866791,4.26633,0.6300544450271708,1.63659,167.256,102.198,0.39436,0.240965,-0.618046033818203,8.88e-06,-5.051587034221399,5.6959e-05,-4.244437643990129,0.000160201,-3.7953347773084203,21263200000.0,10.327628624145998,0.000433306,-3.363205297236453,9.26e-05,-4.033389013318065,0.000157054,-3.803950998101482,1878779.153,6.273875732590999,2576913.948,6.4110999162099125,12291655.44,7.089610377600934,-23.92348297,-31.01483734,-32.28232535,-131.3455518,2
1809,TAMHUM_stripped.cif,6.0670132649,0.8658117064,0.0596460718,0.0095954384,8.2382663564,3.2844620522,0.0994756331,0.0286512148,7.007312583155436,0.1038115130479688,5.129972112011527,0.7101150041698229,0.006433959772700526,0.06377535277868504,0.8455514909931686,HIGH,7.259,0.8608767964032978,10.71332,1.0299240772039269,1.24073,1534.12,1236.46,0.6317,0.509134,-0.2931678997818798,5.04e-06,-5.297569463554475,2.64e-05,-4.578396073130169,5.3e-05,-4.275724130399211,8.32e-05,-4.079876673709276,0.000774179,-3.111158613316487,0.00029301,-3.5331175575615594,0.000336264,-3.473319625216524,1445578.197,6.160041589335667,2861238.921,6.456554124054682,6602232.347,6.819690804036158,-14.50439321,-23.06228394,-23.6221788,-35.39270701,3
1810,TAMJEY_stripped.cif,5.6592652605,0.7779289554,0.058822818,0.0178948278,7.4146695513,3.3525804708,0.0471385033,0.0198420094,7.274784183332122,0.1836335286241401,4.877268631363941,0.6881766764252986,0.01096266585565676,0.08011860978485338,0.8618201138946138,LOW,7.41613,0.8701773341067489,9.35359,0.970978329369788,1.21068,1437.76,1187.56,0.61264,0.506028,-0.2958254517193783,5.37e-06,-5.270025714300444,4.39e-05,-4.357535479757878,0.000116828,-3.9324530580098993,0.000113928,-3.943369526570034,0.000578648,-3.23758554360457,0.000170944,-3.76714613799474,0.0001769,-3.7522721670902768,1123240.953,6.050472929310021,2710126.13,6.432989503526915,7468954.367,6.873259806041935,-15.61313053,-27.09095204,-28.99639672,-35.79066711,3
1811,TAMZUE_stripped.cif,4.298176829,0.2797436257,0.0735794211,0.0262427184,4.7495094474,2.2881599539,0.0382240464,0.0358544687,15.36469979698272,1.465163052121049,5.099890304342594,0.707560834778122,0.04141390570804743,0.1982611228701607,1.186524079217355,HIGH,3.98954,0.6009228237623273,5.57891,0.7465493553485938,1.47886,526.824,356.236,0.51238,0.346469,-0.46033561741933654,1.19e-05,-4.924453038607469,4.47247,0.650547436130824,0.0173816,-1.7599102486475282,24417400.0,7.387699417767405,0.000354642,-3.4502098325024435,2.99e-06,-5.52432881167557,1.25e-06,-5.903089986991944,1862979.701,6.270208122855601,5898301520.0,9.77072696983075,9615685.364,6.982980244289054,-20.36385449,-71.79064102,-48.60446635,-112.1349208,3
1812,TANBIV_stripped.cif,4.5975950393,0.2010829579,0.0508444608,0.0111119779,4.9412343566,2.3377317661,0.0262487642,0.0562267705,22.86417052600955,1.288541744847725,6.24884635696064,0.7957998466158025,0.02447526223847764,0.1320529323108608,1.359155450522682,HIGH,4.00937,0.6030761364559545,5.61624,0.7494456583184315,1.45419,552.742,380.103,0.51474,0.353971,-0.45103231722811454,1.14e-05,-4.943095148663527,438.327,2.6417982230834762,0.242758,-0.6148264491702911,2440000000000.0,12.38738982633873,0.000370887,-3.4307583889070594,9.26e-06,-5.033389013318065,4.3e-06,-5.366531544420414,1841227.973,6.2651075643249445,1760000000000.0,12.24551266781415,453357862.6,8.65644115211444,-20.20316331,-84.69080519,-55.82021499,-143.4042395,3
1813,TAQGOK_stripped.cif,1.0617523802,0.2769443846,0.0179463962,0.0113674202,1.397181219,1.2372901927,0.0338328639,0.0144397041,3.833810827157678,0.1701823871445538,0.6196712631719059,-0.20783864349086598,0.01927827819005814,0.02299295831583312,0.5836306795518366,LOW,4.66211,0.6685825162522162,4.98254,0.6974507939173411,1.39795,261.722,187.219,0.389,0.278265,-0.5555414155228351,3.61e-05,-4.442492798094342,0.000115919,-3.9358453740547836,0.000622905,-3.205578183070803,1.12e-06,-5.950781977329818,0.000401823,-3.395965208236839,0.000232109,-3.634308019498596,0.000284361,-3.5461299671765394,6053813.827,6.7820290609631675,11227789.56,7.050294264152352,73916047.94,7.8687387384645735,-25.37553182,-29.99964977,-32.88811222,-15.33708892,3
1814,TARVOX_stripped.cif,3.965017912,0.0027790824,0.037127882,0.0008178479,4.0231970021,1.1059809313,0.0485439371,0.0119640871,1426.736361613459,420.0824956602,12.50702938908286,1.0971541703545964,0.1278719143339527,0.5203646277871419,3.154343729754848,HIGH,4.36875,0.6403571930897567,4.82718,0.6836934934632402,1.56157,536.946,343.85,0.40574,0.259828,-0.5853140496053548,2.42e-06,-5.616184634019569,0.000716929,-3.144523851912408,0.0106003,-1.9746818435558993,426.051,2.629461588992065,0.000739164,-3.131259193008287,7.47e-05,-4.126679398184601,4.24e-05,-4.372634143407267,833820.763,5.921072705307018,24964905.16,7.397329920538659,209557263.5,8.321302718585752,-14.96444658,-38.77232272,-48.87311069,-81.95270392,3
1815,TARVUD_stripped.cif,3.9240923008,0.0055845443,0.0373353302,0.0016329717,4.034437805,1.1651547115,0.0299260979,0.0474542035,702.6700998324966,205.5758844784852,11.17091554039125,1.0480887682674178,0.1270588748015168,0.5097932064591482,2.846751473739252,HIGH,5.05239,0.7034968668854014,5.52422,0.7422709658666725,1.57539,663.539,421.191,0.4272,0.271171,-0.5667567573322746,2.62e-06,-5.581698708680254,0.000431757,-3.3647606125636784,0.00537706,-2.2694551174147293,73.2007,1.8645152341278421,0.00059467,-3.2257239703002716,6.78e-05,-4.168770306132937,5.52e-05,-4.2580609222708015,733822.5704,5.865591065350467,13760474.56,7.138633411750903,139487677.5,8.14453584323593,-15.21086308,-36.8004883,-46.46577489,-76.99335271,3
1816,TARWAK_stripped.cif,3.5481167283,0.0507867187,0.0537335177,0.0066364225,3.7029454353,1.0156362269,0.0234079408,0.0366165796,69.86308269409814,9.190281915992603,6.543606274733893,0.8158171601842594,0.05713015471600433,0.2256313246545033,1.844247744878764,HIGH,5.11504,0.7088490342771822,5.69787,0.7557125363519127,1.61443,680.417,421.459,0.43146,0.267252,-0.5730790360323229,2.37e-06,-5.6252516539898965,3.89e-05,-4.410050398674293,0.000701771,-3.1538045825443803,0.128319,-0.8917090335375781,0.00060127,-3.2209304644722865,0.000121151,-3.916672996774601,8.02e-05,-4.095825631715837,687278.3853,5.837132685692055,2268385.717,6.3557169040664325,27126827.06,7.433398998666871,-15.35689773,-28.38825494,-38.46834753,-59.59327428,3
1817,TARWEO_stripped.cif,3.3695308213,0.0019384244,0.0327813296,0.0011383359,3.4086604134,1.12552495,0.0505037706,0.0141696954,1738.283330162373,1020.943524760236,10.91768610977348,1.0381306039145353,0.255073572555522,0.8660165188977914,3.240120565379284,HIGH,5.4121,0.7333658125092812,5.9039,0.7711389928163417,1.76227,712.449,404.279,0.45722,0.259449,-0.5859479988766233,2.44e-06,-5.61261017366127,0.0015325,-2.8145995168095475,0.0449049,-1.3477062664164627,2521.08,3.401586627115279,0.000649456,-3.1874502666148112,2.87e-05,-4.542118103266008,3.12e-05,-4.505845405981558,833327.8877,5.920815915932894,23154329.94,7.364632217522909,736130435.5,8.86695477411861,-15.15821909,-42.08866866,-54.00346693,-86.83984582,3
1818,TASXIW_stripped.cif,7.9711298515,0.9083987337,0.09287808,0.0589697108,9.616880897,5.7489434414,0.0866911663,0.0449143559,8.774924001746216,0.5787370587191578,7.518715334392341,0.8761436423408676,0.02864324648562553,0.2445495957482979,0.9432433637971004,HIGH,4.84618,0.68539954095191,7.38252,0.8682046321867771,1.10617,1872.96,1693.19,0.61956,0.560094,-0.2517390796805692,1.6e-05,-4.795880017344075,0.000117396,-3.930346700426756,0.000286915,-3.542246746118108,0.0991685,-1.0036262557556954,0.000566714,-3.24663605849377,0.000226803,-3.6443512051811204,0.000205874,-3.6863984973329926,3001509.73,6.477339755547451,8791830.507,6.944079306965007,19504357.12,7.29013164017266,-18.9229236,-27.42665275,-28.82772106,-57.38177388,3
1819,TATZIA_stripped.cif,4.106152309,0.4741072197,0.0492532328,0.0251387305,4.9260449927,2.8121383,0.0749471649,0.0488381925,8.66080949283633,0.4708287401380403,3.849757941140506,0.5854334235002308,0.02360960877069775,0.1073808783411532,0.9375584857635407,LOW,4.0058,0.6026892622155022,6.24278,0.7953780303550388,1.17475,844.298,718.707,0.51242,0.436197,-0.36031732566223845,1.07e-05,-4.97061622231479,4.04e-05,-4.393618634889395,0.000106382,-3.9731318491273115,3.61e-06,-5.442492798094342,0.000165568,-3.7810235972995696,0.000250105,-3.6018776259396144,0.000156839,-3.80454593540949,621538.4984,5.793468034224421,3540502.563,6.549064913112312,5850904.669,6.767223022044313,-18.70631262,-23.70576522,-25.6552364,-18.31066074,2
1820,TAVCEB_stripped.cif,3.3579035441,0.7926471701,0.0356008071,0.0129976768,4.8290655256,2.9219190227,0.0540691648,0.0714566265,4.236315564813495,0.08272131825145855,2.105366246120545,0.3233276559121023,0.008480343709700204,0.03618193723683862,0.6269883034072782,LOW,5.89218,0.7702760056201313,8.64683,0.9368569206631809,1.11639,962.946,862.553,0.52394,0.469316,-0.3285346394945993,1.02e-05,-4.991399828238082,2.6e-05,-4.585026652029182,8.84e-05,-4.053547734986927,1.47e-06,-5.8326826652518236,0.000405757,-3.3917339791168875,0.000184068,-3.735021706506176,0.000170523,-3.7682170354432443,1381651.402,6.1403984820504975,1594116.239,6.202519985890538,5023805.757,6.701032839269373,-18.87235386,-23.13371642,-25.82769339,-13.77136904,2
1821,TAYJEL_stripped.cif,7.5056373482,1.7432188697,0.082740214,0.0804740557,10.4516277309,6.7818971768,0.1375094549,0.0432410226,4.305619609023442,0.204353392188594,4.758841717218417,0.6775012600662919,0.02061249219501923,0.1633622596231554,0.6340356583254959,LOW,4.51112,0.6542843798896998,6.57919,0.8181724285403779,0.850302,1785.25,2099.55,0.62354,0.733316,-0.13470883916107299,1.86e-05,-4.730487055782084,4.85e-05,-4.314258261397736,0.000175149,-3.756592337910786,3.36e-06,-5.473660722610156,0.000383325,-3.416432855653063,0.000318122,-3.4974062958463614,0.000177346,-3.751178602498034,1812148.283,6.258193731891464,3919844.656,6.593268856209538,7884174.932,6.896756251726061,-18.72841228,-22.17700303,-26.28193509,-13.24907858,2
1822,TAYRET_stripped.cif,5.8728746184,0.8845188678,0.1033574384,0.0308170755,7.3440381563,5.1577650204,0.0587158465,0.0410280797,6.639626165360585,0.2591657300014461,4.828346443961474,0.6837984240812279,0.01695189512705697,0.1308898792094345,0.8221436277277283,LOW,4.76745,0.6782861469539185,6.85974,0.8363076552541034,1.01228,854.825,844.452,0.53828,0.531748,-0.27429413488192783,4.32e-05,-4.364516253185088,0.000384495,-3.415109303421792,0.000696165,-3.1572878148479977,3.73e-06,-5.428291168191312,0.000224774,-3.64825392579678,0.000156731,-3.8048450954432953,0.00011024,-3.9576607954364493,2937178.276,6.467930307412593,18209606.02,7.260300549573561,23190296.33,7.365306298170612,-23.51416233,-33.56211755,-32.6742792,-15.50272375,3
1823,TAYWUO_stripped.cif,5.1186669422,0.689004904,0.1719327049,0.0514433012,6.3359909393,4.6782189408,0.0357757081,0.0455753767,7.429071857810754,0.6082244185980679,4.458023936428427,0.6491423960039933,0.03555605785105374,0.2356831936670523,0.870934559089006,LOW,3.96558,0.5983067155825037,5.71229,0.7568102474730755,1.02307,857.385,838.054,0.5227,0.510915,-0.29165134663932796,5.86e-05,-4.23210238398191,0.00024612,-3.608853093584009,0.000834402,-3.0786246636084638,4.17e-06,-5.379863945026242,0.000146894,-3.832995942944311,0.000154452,-3.8112064636439156,8.4e-05,-4.075720713938118,2630855.541,6.4200970018413175,11609136.79,7.064799928500249,21416908.54,7.330756782046043,-23.06635176,-28.79500097,-30.50570855,-15.64159815,3
1824,TAZSAP02_stripped.cif,3.6261581433,0.0346148547,0.0291318432,0.0086436859,3.7762767439,1.3202829192,0.0217286873,0.0257825076,104.7572833896656,26.17250778795417,7.32550748784312,0.8648377166077781,0.1085039182201597,0.3978294687976049,2.020184227590392,HIGH,3.82043,0.5821122467120748,4.8997,0.6901694897564418,1.96517,552.034,280.909,0.4385,0.223136,-0.6514303564751758,5.47e-06,-5.262012673666569,0.0117064,-1.9315766404110732,0.000116794,-3.932579467444704,1972560000.0,9.29503022215908,0.000102382,-3.9897763908975143,1.43e-06,-5.844663962534939,5.96e-05,-4.2247537402597635,328650.6114,5.516734444550052,9815108.234,6.991895093051642,4085409.85,6.611235631655415,-20.1317968,-55.14611939,-31.30389853,-124.563443,3
1825,TEBSAW_stripped.cif,5.0328057633,0.1988342929,0.0746380121,0.0065011581,5.5802906844,3.8692647699,0.0879645274,0.0080470404,25.31155813163052,0.9087483441752392,7.062631348661409,0.8489665377787741,0.0155922598388296,0.1308764511606169,1.403318880327791,HIGH,3.9405,0.5955513318417516,5.16541,0.7131047989767786,1.22508,787.485,642.8,0.56628,0.462237,-0.33513529413883997,2.22e-05,-4.653647025549361,0.00144186,-2.8410769061763492,0.00296224,-2.5283797579508094,0.722176,-0.14135694853278413,8.66e-05,-4.062482107982653,3.28e-05,-4.484126156288321,2.59e-05,-4.586700235918748,703823.2126,5.847463586082361,17290204.7,7.237800134948544,28080264.42,7.448401193044884,-21.38877385,-40.07207575,-37.89903411,-61.31664226,3
1826,TEBYIK_stripped.cif,3.814915637,0.4777173679,0.1310405627,0.0325861894,4.6271008479,3.1759497039,0.0621518995,0.0289440212,7.985716855491366,0.6098915783069834,3.442251435687696,0.5368425897403872,0.03316828680644351,0.173180656307997,0.9023139076267064,LOW,5.36256,0.7293721644045547,5.56311,0.7453176473793867,1.26306,921.701,729.739,0.47334,0.374758,-0.42624908744893913,3e-05,-4.522878745280337,8.26e-05,-4.083019952679618,0.000361555,-3.4418256281630324,2.55e-06,-5.5934598195660445,0.00048628,-3.3131135919746044,0.000264044,-3.578323696747716,0.000195015,-3.7099319826544725,5505051.996,6.740761425300366,8223938.793,6.915079869408828,26584069.6,7.424621465302567,-21.46468059,-25.59051719,-28.76550006,-15.21784333,3
1827,TEJBUI_stripped.cif,11.5926263515,2.1028689467,0.2632852216,0.089643568,16.5441305167,7.5293813388,0.1570722408,0.0708607501,5.512766912884481,0.2662761144986703,8.594421112640973,0.9342166295917267,0.02097716972562925,0.3118277377088963,0.7413696303192692,HIGH,5.70997,0.756633826482506,11.50051,1.0607170999427085,2.2065,2033.18,921.448,0.72186,0.327151,-0.4852517478589146,1.89e-05,-4.723538195826756,6.77e-05,-4.169411331314856,0.000200021,-3.6989244058093,3e-05,-4.522878745280337,0.000397915,-3.4002096891661484,0.000220086,-3.657407582690293,0.000160619,-3.7942030823008834,4946358.604,6.694285598902107,9817000.343,6.991978806168568,21160808.67,7.325532260442919,-18.81253471,-24.62332745,-28.07234538,-26.94675823,3
1828,TEJGIA01_stripped.cif,3.911914024,0.012661714,0.1493886356,0.0049224713,4.1176893868,1.6140399655,0.0657045289,0.0475955158,308.9561195269456,120.6903843555456,9.740262217090706,0.9885706486550703,0.1696524672327283,0.7607945344170213,2.489896801753102,HIGH,3.84764,0.5851944310041787,4.64544,0.6670268551481924,1.88324,528.561,280.665,0.4702,0.249676,-0.6026232020159173,3.66e-06,-5.436518914605589,0.0216148,-1.66524877860353,0.0164422,-1.7840400734178117,5198030000.0,9.715838781666891,6.71e-05,-4.1732774798310075,9.21e-07,-6.035740369803151,3.21e-06,-5.493494967595128,138170.9574,5.140416766870198,11193823.3,7.0489784470730665,29705694.69,7.472839713134381,-18.78466983,-52.86961441,-49.56452906,-126.9592684,3
1829,TELDOF_stripped.cif,4.9077905021,0.2628669863,0.0404267659,0.0076959844,5.4859461086,3.3733479433,0.0667355441,0.0209592607,18.67024296652805,0.5678337027185142,6.238537748076773,0.7950828072529219,0.01320856103326874,0.08272265309680142,1.271149969707826,HIGH,4.49591,0.6528176088566922,5.79519,0.7630676792295321,1.29761,953.043,734.462,0.55034,0.424119,-0.3725122712556338,2.59e-05,-4.586700235918748,0.0143804,-1.842229033607051,0.0173698,-1.7602051820938591,162.749,2.211518328755952,0.000148897,-3.8271140523926928,6.76e-06,-5.1700533040583645,1.44e-06,-5.841637507904751,1492140.097,6.173809600950089,37669134.97,7.575985647225589,9690494.686,6.986345947733568,-21.42087403,-48.92828091,-46.11474486,-74.22588454,3
1830,TEMPEI_stripped.cif,7.7846286524,2.0959528516,0.1601780914,0.0428957225,13.3357934585,6.0112329554,0.150478509,0.1228768381,3.714123934828688,0.1077887331950441,4.436120392329881,0.6470033239998977,0.01260379375038509,0.1340092796424047,0.5698563914108126,LOW,10.86576,1.0360601082233087,15.72019,1.1964577907780012,0.592469,1719.16,2901.69,0.7485,1.26336,0.10152712231750512,1.08e-05,-4.966576244513051,4.46e-05,-4.350665141287858,0.000136332,-3.8654021941118866,1.74e-05,-4.7594507517174005,0.000418652,-3.378146829722882,0.00016371,-3.7859247914971914,0.000127984,-3.892844320555578,800497.8854,5.903360189021934,1290731.194,6.110835806079109,3085843.324,6.489373872067509,-16.49063627,-24.28417528,-26.89044901,-21.86792419,3
1831,TENLIJ_stripped.cif,4.9425891352,0.8558516405,0.0481453421,0.0301093389,6.4082356699,3.9108408828,0.158506644,0.0387222163,5.775053644008294,0.2108137547957664,3.764058523689563,0.575656367230737,0.01585357575199262,0.08651173710218132,0.7615560227093915,LOW,4.42756,0.6461644552358793,5.34836,0.728220632088734,1.14421,986.526,862.187,0.55686,0.486675,-0.31276096244954604,3.26e-05,-4.486782399932061,9.41e-05,-4.026410376572743,0.000393593,-3.4049526340425422,4.13e-06,-5.384049948343599,0.000193005,-3.7144314399855833,0.000160972,-3.793249660011806,0.000156872,-3.8044545664874203,2146796.587,6.3317908961695695,5173771.058,6.713807207054062,21088869.85,7.324053306574009,-21.32528018,-25.74153897,-28.31130455,-16.65533763,3
