,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
1331,OCEYIH_stripped.cif,6.157041737,0.3066663893,0.1480897368,0.0427501728,6.817393947,4.2227170966,0.1219018387,0.0658319063,20.07732817102692,2.840190639306663,8.020814706603002,0.9042184835724241,0.06143641781898821,0.424620685158738,1.302705917746648,HIGH,4.35574,0.6390619482335769,5.71733,0.7571932600895338,1.15076,914.373,794.584,0.5472,0.475513,-0.3228376054330053,4.28e-05,-4.368556230986828,0.000527766,-3.2775585915468257,0.00163109,-2.7875220748732756,2.21478,0.34533059307320996,0.000574905,-3.2404039142398022,0.000116373,-3.9341477697822667,0.000186825,-3.7285650090717932,8446846.773,6.926694616090524,21097709.53,7.324235308734809,104677391.5,8.019852891735603,-21.50108075,-33.53225514,-33.94566349,-67.85146515,2
1332,OCIYUW_stripped.cif,5.1744975711,0.0578516012,0.051838719,0.0062497986,5.4942051603,1.5904926222,0.0234685067,0.0136721994,89.44432762044276,9.704268556164005,10.09830524258373,1.004248494024966,0.0471188100684657,0.2639713676368917,1.951552803693175,HIGH,6.58467,0.8185340145642811,9.32307,0.9695589450274085,1.71575,953.278,555.606,0.51536,0.300371,-0.5223419995904386,2.87e-06,-5.542118103266008,0.00142524,-2.846111997480508,0.30959,-0.5092130758152386,10516200.0,7.021858837045434,0.00043215,-3.364365482663906,1.04e-05,-4.982966660701219,2.45e-06,-5.610833915635467,635979.6269,5.803443203593971,7571714.888,6.879194252293931,388108736.8,8.588953419347389,-14.9209913,-44.40003778,-62.96453141,-109.7737089,3
1333,ODEJEO_stripped.cif,7.2320215669,1.1004241142,0.0716674417,0.0319672718,9.34602884,5.2786380492,0.076674073,0.0847965641,6.572031159238659,0.2017199124238901,5.913621242536071,0.7718535052519558,0.01333010187155768,0.1128179815243547,0.8176996138399155,HIGH,5.93723,0.7735838732137557,7.09255,0.8508024061030756,1.0249,1780.83,1737.58,0.62454,0.609369,-0.21511964310872314,1.71e-05,-4.767003889607846,6.17e-05,-4.209714835966758,0.000229923,-3.6384175825651655,1.4e-05,-4.853871964321762,0.000328814,-3.483049699668157,0.000255972,-3.591807538245007,0.000171208,-3.7664759459983443,1721163.797,6.2358222025461885,4830176.957,6.683963041733057,12043245.02,7.080743522170754,-18.64836196,-24.06998466,-27.68276604,-21.97130739,2
1334,ODEPOF_stripped.cif,1.8927428398,0.6678032829,0.0287550145,0.0093979606,2.7983662658,2.1110830674,0.0284383265,0.0270873418,2.83428202326377,0.05869442829578576,0.856358366457377,-0.06734445494292284,0.00899369438824316,0.02142508616655212,0.4524430622323029,LOW,5.62428,0.7500669335316724,7.56622,0.8788789649499775,1.53377,646.128,421.268,0.47272,0.308208,-0.5111560927079182,6.74e-06,-5.17134010346468,1.41e-05,-4.85078088734462,4.89e-05,-4.31069114087638,8.08e-07,-6.092588639225414,0.000325138,-3.4879322700428386,0.000259685,-3.5855531354895605,0.000188962,-3.7236255230732405,1003057.673,6.001325904451697,1673978.612,6.223749904822284,4231796.322,6.62652475676811,-17.78315016,-20.74840302,-23.63242417,-12.05443112,3
1335,ODEQAS_stripped.cif,1.8810995024,0.6483749845,0.0223204112,0.0389134385,2.7650566611,2.1074145681,0.0505635664,0.0282095601,2.90125243473208,0.1774944854946889,0.8701693875846805,-0.060396199182698215,0.02656951690786557,0.05103526796339408,0.4625855179242115,LOW,5.57988,0.7466248591708733,7.44592,0.8719183657871282,1.57044,639.601,407.275,0.46088,0.293472,-0.5324333282343428,7.4e-06,-5.130768280269024,1.61e-05,-4.79317412396815,5.8e-05,-4.236572006437063,8.4e-07,-6.075720713938118,0.000349958,-3.455984074114723,0.000204115,-3.690125078684924,0.00018302,-3.7375014489852325,1214421.161,6.0843693260954295,1536697.439,6.18658836749477,4972433.975,6.696569025183393,-18.1811481,-21.25231476,-24.25607163,-12.30242066,3
1336,ODILIW_stripped.cif,7.383510446,1.8683477263,0.0575601483,0.0196551376,11.72832262,6.6310565827,0.1999857858,0.0734701346,3.951893077538625,0.05174502223830327,4.406517323569441,0.644095481825851,0.005686534828531558,0.05424893531756823,0.5968051857983979,LOW,10.804,1.0335845755154134,11.17731,1.0483372961510835,0.684267,1398.79,2044.21,0.6639,0.970236,-0.01312261518584796,3.8e-05,-4.42021640338319,0.000133032,-3.8760438796959327,0.000774399,-3.11103521651418,0.000710426,-3.1484811527335346,0.000125412,-3.9016609062130927,0.00014274,-3.84545430757909,5.08e-05,-4.294136287716081,972261.5196,5.987783097480671,3878657.735,6.588681457775087,8030508.305,6.90474303557382,-22.47914526,-28.41128339,-33.18747198,-47.21430666,2
1337,ODIPAS01_stripped.cif,2.5862252665,0.5692956239,0.0712270441,0.0160153309,4.393772695,1.2471826371,0.0452041045,0.0723076297,4.542851126771151,0.1788466251993721,1.699999587596233,0.23044881602256684,0.01709765525297152,0.06439982637058778,0.6573285048354981,LOW,16.07532,1.2061596268747026,17.72175,1.248506605689679,1.06308,861.026,809.935,0.60354,0.567727,-0.24586045107637478,1.51e-06,-5.82102305270683,6.63e-06,-5.178486471595227,9.54e-05,-4.020451625295905,0.00541043,-2.2667682174801085,0.000545744,-3.2630110302981,0.000339027,-3.4697657133483233,0.000129332,-3.888294006411234,261640.9097,5.417705650462234,713125.6629,5.8531660654694635,3915282.895,6.592763147057767,-11.89888423,-19.87623995,-30.80601165,-47.53685019,2
1338,ODIPAS_stripped.cif,2.7503967462,0.5844857457,0.0955534114,0.0396562063,4.7742107507,1.279951857,0.2120100909,0.0786191364,4.705669499101353,0.3586924062665398,1.849975768854475,0.2671660400129003,0.03310435056518667,0.1114491663815392,0.6726214214041799,LOW,16.33188,1.213036180243778,17.95575,1.2542035500390207,1.05972,852.434,804.398,0.61334,0.578778,-0.23748798525892237,1.61e-06,-5.79317412396815,7.16e-06,-5.145086977692144,0.000108733,-3.9636386293923143,0.00889182,-2.051009337448303,0.000608401,-3.2158100807891166,0.00022812,-3.641836637086932,7.39e-05,-4.131355561605174,309216.7083,5.490262952666868,516601.7884,5.713155905304017,2541637.61,6.405113628359307,-12.37171001,-20.1192599,-31.38186625,-48.7658724,2
1339,OFARAQ_stripped.cif,5.586286403,0.579720751,0.0394084682,0.0065908275,6.9697043472,2.9075092294,0.0291356592,0.0264024062,9.63616774690889,0.128930146829982,5.496371501268347,0.7400760791275858,0.005810780051768915,0.05056808868471969,0.9839043516130204,HIGH,9.09658,0.9588781432769767,11.33463,1.0544073478784175,1.59193,1039.05,652.701,0.55512,0.34871,-0.45753559812862094,5.35e-06,-5.2716462179787715,3e-05,-4.522878745280337,6.09e-05,-4.215382707367125,0.000139794,-3.854511468238483,0.00046284,-3.3345691150863335,0.000257682,-3.5889159173967125,0.000197299,-3.704875115941841,1176866.895,6.070727346415316,3668914.217,6.56453755762156,5708438.133,6.756517298612534,-15.26602945,-23.77998762,-24.02374659,-35.00628421,2
1340,OFOCUI_stripped.cif,9.4747399552,2.0629512701,0.0602477643,0.017100098,14.5687119827,6.0161724396,0.0839008111,0.0804157066,4.59280841604209,0.04798197839095478,6.273020003677119,0.7974766724365434,0.004537160394761339,0.05864397091640047,0.6620783296785165,HIGH,7.78433,0.8912212386350608,11.38173,1.0562082789615583,0.802388,2176.31,2712.29,0.73532,0.916415,-0.03790781083585503,9.33e-06,-5.0301183562535,2.57e-05,-4.590066876668706,4.99e-05,-4.30189945437661,4.17e-05,-4.379863945026242,0.000908477,-3.041686063292134,0.000525147,-3.2797191111602766,0.000628814,-3.2014777976698863,2031134.071,6.307738591240229,3232073.3,6.5094812015532115,7517706.88,6.8760853882998125,-14.47528864,-18.62697228,-19.745858,-27.99191808,3
1341,OGEBAF01_stripped.cif,7.1809046361,2.306605686,0.0849466094,0.0254815995,14.2867832733,5.1259830487,0.1757486883,0.0720171142,3.11319124880541,0.05038934892498327,3.541663822770702,0.5492073352717256,0.007029383817397989,0.06559915853096081,0.4932058009747091,LOW,10.54801,1.0231705328527922,14.74547,1.168658619895847,0.595357,1984.8,3333.81,0.81714,1.37252,0.13751868159306102,7.1e-06,-5.1487416512809245,2.05e-05,-4.688246138944246,3.34e-05,-4.476253533188435,1.88e-05,-4.72584215073632,0.001046555,-2.980237943083686,0.000432091,-3.364424779490768,0.000342268,-3.4656337028868482,1320487.015,6.120734134932133,1575273.4,6.197355939590384,2033077.303,6.308153891981902,-13.1753015,-19.3515238,-20.01396134,-25.57020555,3
1342,OGEBAF_stripped.cif,7.4248620454,2.3084894871,0.1433743392,0.033203742,15.0135423268,5.1642594016,0.2339914303,0.0903670888,3.216329156745416,0.07744325526587728,3.767081628657371,0.5760050310053295,0.01045700759577377,0.1063941857127042,0.5073604877266681,LOW,10.64936,1.0273235085428076,14.90715,1.1733946214822701,0.551453,1986.27,3601.89,0.81732,1.48212,0.17088336776477334,7.12e-06,-5.147520006363144,2.16e-05,-4.665546248849069,3.61e-05,-4.442492798094342,3.72e-05,-4.429457060118103,0.001081911,-2.9658084636274595,0.000349724,-3.4562745629726734,0.000420788,-3.375936653854539,1267439.461,6.10292722450909,1245247.88,6.095255811030732,2502452.767,6.398365889058509,-13.14369479,-19.59636689,-20.52923577,-28.25284912,3
1343,OGECOU_stripped.cif,4.7152743135,0.3682916427,0.0791096322,0.019698719,5.3156761759,2.9618044164,0.0712833485,0.0234241904,12.80309886733143,0.7176944325413,5.221294444145924,0.7177781850440998,0.02434494453063131,0.1443990634638972,1.107315099186737,HIGH,5.96066,0.7752943500906615,6.20727,0.7929006364696304,1.4254,869.826,610.233,0.49964,0.350526,-0.45527976303899415,5.54e-05,-4.2564902352715706,0.000250577,-3.6010587946008283,0.000950859,-3.021883878501008,0.53326,-0.27306099166081577,0.001443877,-2.8404698015700407,0.000306205,-3.513987722015679,0.000663168,-3.1783764380650106,34058328.47,7.53222332964922,32647139.89,7.513845140147125,268306849.1,8.42863175909896,-22.54046495,-30.77382997,-31.12023324,-70.24655807,3
1344,OGEHIT_stripped.cif,5.3661852262,0.0387553371,0.0304272031,0.0220137673,5.4251771017,3.5790317227,0.0450265897,0.0303664125,138.4631286357718,78.65360452212201,11.49079562890821,1.0603501005143607,0.2466998020506475,1.32543921388492,2.141334140462624,HIGH,3.88961,0.5899060580508947,4.62834,0.665425254925374,1.30786,631.775,483.06,0.52136,0.398635,-0.3994245730726698,3.04e-05,-4.517126416391246,0.0145229,-1.8379466530407225,0.00371056,-2.4305605414478584,5.22613,0.7181802086022601,0.000231311,-3.6358037138540746,1.91e-05,-4.718966632752273,9.35e-05,-4.029188389127483,2743332.207,6.4382784021838155,108518320.3,8.03550306291773,135425377.6,8.13170005518313,-23.28449723,-51.61160968,-38.78525869,-65.78778435,2
1345,OGEHOZ_stripped.cif,5.5368419541,0.0649959157,0.0200353342,0.0199303014,5.5975050633,3.514925371,0.0458355722,0.0307523707,85.1875367008638,26.12366446034664,10.68818715776751,1.0289040500036657,0.1331810234407869,0.7384158257820269,1.93037606028342,HIGH,3.83814,0.5841208120145023,4.57255,0.6601584631053427,1.29483,573.646,443.028,0.50882,0.392962,-0.4056494445055604,2.69e-05,-4.570247719997592,0.00553308,-2.2570330504966045,0.00209086,-2.6796750457394722,6.23485,0.7948260095457709,0.000215284,-3.6669882459309004,2.78e-05,-4.555955204081924,8.44e-05,-4.073657553374345,2241996.813,6.350634990909491,59556355.33,7.7749281123759495,68169632.37,7.833590951910868,-23.08377643,-47.32863079,-36.97808219,-68.03394472,2
1346,OGEHUF_stripped.cif,5.5628030463,0.059015561,0.0521662146,0.0266610911,5.6666457184,3.5573381045,0.0800721363,0.0238259733,94.25993673600765,42.59239582038078,10.9827930507042,1.040712800246557,0.1962407690516126,1.096496503665398,1.974327143940358,HIGH,3.82499,0.582630304077742,4.61379,0.6640578234064168,1.27694,509.072,398.666,0.49662,0.388914,-0.4101464229792819,2.6e-05,-4.585026652029182,0.00889691,-2.050760802676769,0.00243735,-2.613082102266063,75.4927,1.8779049582120182,0.000277379,-3.5569264218833174,1.69e-05,-4.772113295386326,7.55e-05,-4.1220530483708115,2751670.135,6.439596370284509,57448303.73,7.759277209846294,70153936.77,7.846052046989685,-22.80540236,-48.50901797,-37.38537437,-73.4099578,2
1347,OGODOD_stripped.cif,9.7762534295,1.5664241361,0.1736081462,0.0698300616,12.8505568928,6.9625324781,0.1701853424,0.0604628859,6.24112793220896,0.2994872773022085,7.77469346159296,0.8906832747968687,0.02084009066075068,0.2461115302307623,0.7952630849495675,HIGH,6.68867,0.8253397696236752,7.24967,0.8603182382343277,0.806302,1468.01,1820.67,0.62572,0.776037,-0.11011757189547548,1.74e-05,-4.7594507517174005,4.65e-05,-4.3325470471100465,0.000125212,-3.90235404745111,3.96e-06,-5.402304814074488,0.000668991,-3.1745797247981393,0.000388626,-3.4104681474346363,0.000305077,-3.515590532933159,2807082.204,6.448255130917604,4350272.56,6.638516467896182,9194071.396,6.963507871914665,-16.83666602,-21.22665572,-23.11998366,-14.21968455,2
1348,OGUFAZ_stripped.cif,6.1054175852,0.3135904481,0.1232798309,0.0258969881,6.7874728511,4.6439520254,0.0781831307,0.1196723621,19.46939909104967,1.655188769116932,7.87203571728024,0.8960870559241142,0.03692149642492965,0.2758263385036518,1.289352547541164,HIGH,4.80639,0.6818190074117122,6.17772,0.7908282203767857,1.10313,1055.11,956.472,0.5452,0.494232,-0.306069138793301,3.75e-05,-4.425968732272281,0.00407915,-2.389430324353286,0.0268673,-1.570775975324126,1003.76,3.0016298849848053,0.000121646,-3.9149021670988717,3.26e-05,-4.486782399932061,6.63e-06,-5.178486471595227,1503311.061,6.177048852907887,43766547.3,7.641142286898636,58670050.73,7.76841646373618,-22.43194848,-42.27555759,-43.79343883,-77.19883434,2
1349,OHAGAH_stripped.cif,9.0108744747,1.3577874026,0.2772821787,0.1294907793,11.1897976616,8.1915869599,0.1186721158,0.1176957147,6.636439885541179,0.665041226846915,7.406354596393896,0.8696045010661888,0.04352088469708654,0.453577417677002,0.8219351648043546,HIGH,3.86782,0.5874662547528162,5.37464,0.7303493799830862,0.948704,1537.47,1620.61,0.6346,0.668913,-0.1746303636625522,2.52e-05,-4.598599459218456,0.00012042,-3.9193013771288707,0.000265731,-3.5755577781316545,5.97e-06,-5.224025668870631,0.000430039,-3.366492156707052,0.000300824,-3.521687518307211,0.000225293,-3.6472523018784826,3070433.782,6.487199735679397,10258798.17,7.011096485657922,16954141.25,7.229275797073032,-19.51809952,-25.26739692,-26.60822702,-15.94078484,3
1350,OHAGEL_stripped.cif,6.9775102991,1.475491684,0.1329365289,0.0616022992,9.3796426396,6.5359252896,0.0399944247,0.0632159477,4.728939088415764,0.2170204995440876,4.708170806295606,0.6728522100945191,0.01993064483379913,0.1654861145005179,0.674763720076901,LOW,4.75842,0.677462772218328,9.14665,0.9612620609614116,1.67386,1071.28,640.008,0.62168,0.371406,-0.4301510845869668,3.04e-05,-4.517126416391246,8.36e-05,-4.077793722560983,0.000287751,-3.540983158423706,3.54e-06,-5.450996737974212,0.000435888,-3.3606250869481773,0.000302684,-3.5190105354205765,0.000206577,-3.684918033877053,6610224.515,6.820216210464416,12645500.52,7.101936023777072,29701101.23,7.472772551985427,-19.60719237,-23.93792506,-26.2657685,-13.7757329,3
1351,OHAHIP_stripped.cif,10.2850778595,0.2071144252,0.134959322,0.0238582924,11.1688102521,4.4822564539,0.153905392,0.0286348728,49.65891607775854,5.757391601587067,17.44346361997714,1.2416327238128078,0.05035155013875303,0.566197721953474,1.695997235826968,HIGH,4.90235,0.6904043141870625,6.35727,0.8032706567694551,1.01426,1642.01,1618.92,0.64756,0.638458,-0.19486766687070592,1.22e-05,-4.913640169325252,0.00483959,-2.3151914293224958,0.00464607,-2.332914251189955,878.126,2.9435568361551208,0.000540537,-3.2671745730411863,1.76e-05,-4.7544873321858505,8.04e-05,-4.094743951251549,1996626.617,6.300296856389009,25766745.21,7.4110595630363445,113102408.0,8.053471851344375,-16.64011763,-46.00360378,-37.46759999,-74.74960711,2
1352,OHANAO_stripped.cif,3.5735067341,0.6993024639,0.0554597302,0.0161874557,4.7686035388,3.1903546069,0.0409805625,0.0512827006,5.110101735049814,0.1424143225970103,2.531577754776453,0.40339127083080684,0.01210342917904124,0.05843251075263029,0.7084295464225673,LOW,4.63278,0.6658416770530186,6.83757,0.8349017854779579,1.05626,862.777,816.825,0.51864,0.491017,-0.308903471464845,1.27e-05,-4.896196279044043,3.7e-05,-4.431798275933005,0.00011071,-3.9558131492326365,2.48e-06,-5.605548319173784,0.000437628,-3.3588948990684306,0.000187883,-3.7261125138866817,0.000186099,-3.7302559605374155,1753965.335,6.2440210058105325,2191733.582,6.3407877619933375,6496167.744,6.8126572307271145,-18.81666287,-23.71144774,-25.35872672,-17.61573386,2
1353,OHOFIA_stripped.cif,2.2245790538,0.6783530842,0.0760272682,0.0419181598,3.3062433123,2.1994040303,0.0472646043,0.069778163,3.279382235614814,0.2315741003517891,1.147420167786765,0.059722479049585046,0.03066777420523439,0.07869002879092304,0.5157920397689422,LOW,6.82576,0.8341510140176188,7.85132,0.8949426784679437,1.18995,692.57,582.015,0.495,0.415983,-0.38092441734693794,3.28e-06,-5.484126156288321,7.06e-06,-5.151195298948196,8.51e-05,-4.070070439915412,1.84e-05,-4.735182176990463,0.000140184,-3.8533015520486997,0.00011967,-3.922014708970498,1.5e-05,-4.823908740944319,163459.9094,5.213411253868901,300039.3559,5.477178224483585,454665.6036,5.657692100165621,-16.80189952,-21.73970988,-31.09258816,-30.02371011,3
1354,OJIWAG_stripped.cif,6.573322143,0.7903277276,0.1152326167,0.0173657861,7.7570973148,5.5294049647,0.0846146297,0.0900844531,8.317210586754062,0.2337892382628034,6.047309771336909,0.7815622157593295,0.0122076235832722,0.132957239359288,0.9199776976968568,HIGH,4.19978,0.623226541043503,5.38018,0.7307968057219737,1.10965,847.11,763.4,0.55196,0.497416,-0.3032802492229941,2.25e-05,-4.647817481888637,0.000213827,-3.669937457169053,0.000344898,-3.4623093240190466,6.68e-06,-5.175223537524454,0.000231265,-3.635890089049646,0.000142023,-3.847641317840738,9.06e-05,-4.042871802323187,1720545.907,6.23566626480397,10059142.38,7.002560955321235,10354450.27,7.015127046634296,-21.51747266,-30.02963646,-29.86847939,-19.06242666,3
1355,OJIWIO_stripped.cif,2.709989287,0.3544408506,0.0444339983,0.014390567,3.1712232635,2.5348647336,0.0510777326,0.0118074933,7.645815324087251,0.3347839298688198,2.39406904451445,0.3791366712246261,0.01901626016441493,0.06478132019226233,0.8834238039238602,LOW,3.99254,0.6012492758918617,4.60571,0.6632965889984327,1.33375,519.265,389.328,0.45684,0.342524,-0.4653089929236871,2.54e-05,-4.5951662833800615,0.000216409,-3.6647246817860797,0.00052951,-3.276125833660727,5.8e-06,-5.236572006437063,0.000551855,-3.2581750182349234,9.87e-05,-4.005682847330363,0.000289701,-3.538050005680835,5591311.982,6.747513725540897,8504518.927,6.929649752015801,61073632.45,7.785853751108951,-22.86754634,-30.81010471,-32.07207092,-20.2260142,3
1356,OKABAE_stripped.cif,7.625940911,2.124969796,0.0719272383,0.0457329518,14.4745136736,5.3156055332,0.2825768126,0.046139611,3.588729084693306,0.08432707028630111,4.231944792239469,0.6265399934831435,0.01020494454613813,0.08746168414183773,0.5549406744202702,LOW,9.53484,0.9793134097364956,14.07417,1.1484227925074935,0.693658,2003.52,2888.35,0.77842,1.1222,0.050070264367438416,7.64e-06,-5.11690664142431,2.0839e-05,-4.681123125339019,3.5e-05,-4.455931955649724,3.93e-05,-4.405607449624573,0.00071816,-3.1437787878246115,0.000352565,-3.452760803384762,0.000373721,-3.4274524977407395,1136228.448,6.055465658603231,1521308.293,6.182217232712696,2711077.034,6.433141858032645,-13.53903621,-18.45343871,-19.00822288,-29.3957155,3
1357,OKANOF_stripped.cif,2.8926831914,0.2454090871,0.0969105658,0.0224521198,3.2574448269,2.1218458436,0.1073830914,0.0267582031,11.78718859021419,1.148421557538599,3.099250369552681,0.49125666166137544,0.04231315563677499,0.1605063137291904,1.071410232121792,LOW,4.84707,0.6854792917248665,5.22121,0.7177711611300951,1.20413,517.014,429.369,0.46414,0.385458,-0.4140229363210679,2.81e-05,-4.55129368009492,0.00310644,-2.5077370302435464,0.00159884,-2.7961949950366702,146.507,2.1658583754665526,0.000703018,-3.1530335552069233,3.09e-05,-4.510041520575165,0.000157135,-3.803727070123013,7090774.544,6.850693676905587,34549952.24,7.538447451365245,90303647.93,7.955705294542404,-22.03954697,-43.30030121,-36.24126181,-76.81943312,3
1358,OKIJOI_stripped.cif,5.7536943107,0.3784948492,0.1434339784,0.0806350144,6.4491028106,4.1317000093,0.0968700214,0.0872096478,15.20151284188202,3.260645796907387,6.800215418732481,0.8325226706010846,0.09315391775589825,0.5621491102065969,1.181886810720252,HIGH,3.85656,0.5862000924640577,5.08442,0.7062414183863839,1.20886,1041.32,861.408,0.54118,0.447677,-0.349035217498781,1.7e-05,-4.769551078621726,0.000500985,-3.3001752771562107,0.0387374,-1.411869531875713,0.169998,-0.7695561879986271,0.000191919,-3.71688202793942,0.000114267,-3.94207917456696,4.54e-05,-4.342944147142896,1179224.565,6.071596517608622,20657461.05,7.315076942559499,633954889.1,8.802058355496923,-20.49554671,-33.25387612,-48.30880037,-54.66320019,2
1359,OKIKAV_stripped.cif,5.5823271589,1.0175437525,0.1194790985,0.0698176178,7.0675947548,4.9916724194,0.0995509485,0.0626944506,5.486080716612724,0.3943097834559003,4.126803417994529,0.6156137815709926,0.0312147363411555,0.1953584278173343,0.7392621930828785,LOW,4.07154,0.609758705785848,4.96782,0.6961658515761416,1.10853,1067.22,962.737,0.5711,0.515186,-0.2880359472890799,2.3e-05,-4.638272163982407,0.000132082,-3.8791563635612256,0.000366074,-3.436431115307239,0.0262304,-1.581195086593474,0.000268836,-3.570512575073264,0.00015506,-3.8095002203665116,0.000181565,-3.7409678660123022,2048780.235,6.311495375753306,6777128.715,6.831045734080838,21993932.42,7.342302886278538,-20.61879159,-30.07998218,-29.1699033,-58.94585083,3
1360,OKIKEZ_stripped.cif,4.2775162808,0.5687190658,0.1260758566,0.0385662842,5.1655404534,3.6755622299,0.1080001465,0.0702224533,7.521316829396156,0.5561332013788101,3.74836135286976,0.5738414514773974,0.03211214020635769,0.1762769003597476,0.8762938833674585,LOW,4.22349,0.6256714702364428,5.08375,0.706184185412644,1.20557,949.826,787.863,0.54034,0.448202,-0.3485262098557861,2.17e-05,-4.663540266151471,0.000126795,-3.8968978719686675,0.014629,-1.8347853600896706,0.185706,-0.731174064355018,0.00030458,-3.5162986176605404,0.000142454,-3.8463253515944724,1.22e-05,-4.913640169325252,2373786.305,6.3754416199528015,6500170.168,6.812924726189938,64258795.24,7.807932578894852,-20.95235191,-29.39219291,-47.99710015,-57.57321841,3
1361,OKIRIK_stripped.cif,4.0704938374,0.6307973076,0.0829328144,0.0344180733,5.1993399441,3.3738949538,0.0419393693,0.0666235409,6.452934703997142,0.3758359902029071,3.296111979714961,0.5180019576810813,0.02529445967346634,0.1229260347172737,0.8097572705871802,LOW,5.14429,0.7113254431684428,5.91983,0.7723092352496084,1.20253,1008.64,838.767,0.53758,0.447043,-0.3496507011084272,1.6e-05,-4.795880017344075,5.7462e-05,-4.240619262196356,0.000161158,-3.79274813092348,3.95e-06,-5.403402904373539,0.000232658,-3.6332820095561544,0.000180962,-3.74241261255034,0.000146865,-3.8330816903768397,1332902.813,6.124798484510229,3732659.095,6.572018327477599,8496152.018,6.929222274451601,-19.08824084,-24.73148565,-26.17004017,-18.29784707,2
1362,OKITAE_stripped.cif,2.343483875,0.0051345143,0.043100583,0.0010451502,2.3632004099,1.3694281609,0.018966245,0.023768062,456.4178300175345,93.28406363758452,6.232173375199095,0.7946395266357715,0.08876242649363268,0.2375022141037702,2.659362601843845,HIGH,4.09441,0.6121913292454148,4.4337,0.6467663038546175,2.43122,388.755,159.901,0.46916,0.192973,-0.7145034514652672,6.91e-06,-5.1605219526258015,0.0052542,-2.2794933999086795,0.011301,-1.94688312507707,2245.81,3.351373011301231,0.000851618,-3.0697551677855475,7.71e-06,-5.112945621949043,4.04e-05,-4.393618634889395,4271484.516,6.630578836397694,29412681.84,7.468534625160346,331004072.2,8.51983333674584,-21.7952726,-47.04068891,-46.81906053,-84.28055018,3
1363,OKIZOZ_stripped.cif,3.61551985,0.6817993906,0.0484560534,0.0241322771,4.8505116928,3.1256987395,0.0696230516,0.0200970021,5.302908597231592,0.2007012335463495,2.619495260318398,0.4182176169777318,0.01643691129918013,0.06902313294573677,0.7245141415330351,LOW,5.02172,0.7008524937522498,6.11473,0.7863772852318445,1.11848,998.625,892.838,0.52766,0.471764,-0.3262752029117765,1.66e-05,-4.779891911959945,4.68e-05,-4.329754146925876,0.000202582,-3.693399145589553,4.34e-06,-5.36251027048749,0.00029874,-3.524706623340897,0.000164973,-3.782587127971015,0.000141472,-3.84932950677422,1655650.06,6.2189685491935,2577055.548,6.411123779796494,9568761.258,6.9808557190060885,-19.30811416,-24.18495944,-27.20534832,-17.67253644,3
1364,OKUKIQ_stripped.cif,6.525945483,1.0610465962,0.0721395102,0.0170803412,8.267827492,5.6389824652,0.1016510019,0.0777078443,6.150479636211853,0.1201046427370958,5.148377026635317,0.7116703437085663,0.008480766814441246,0.07938508149197612,0.7889089849197745,HIGH,5.86264,0.7680932268108144,6.83672,0.8348477935982928,1.0321,1410.4,1366.54,0.58008,0.56204,-0.2502327748916281,6e-05,-4.221848749616356,0.00372741,-2.428592833985028,0.0160446,-1.7946711056147957,4.06186,0.6087249505125911,0.000137249,-3.8624908111479184,5.45e-05,-4.2636034977233574,4.75e-06,-5.323306390375134,2536222.168,6.40418729420588,62541029.68,7.796165027221287,23489397.09,7.3708718697428495,-24.25496428,-43.52848864,-44.62630852,-66.44755328,2
1365,OLEYAH_stripped.cif,7.7397203984,0.5965490129,0.0676515417,0.0362961599,8.9863239328,4.1047917079,0.0428353956,0.0166434619,12.97415674325727,0.7974980646322325,8.61492132814381,0.9352513158050536,0.02669530017650671,0.219908457607379,1.113079140420207,HIGH,8.65234,0.9371335770202442,9.33611,0.9701659600158459,3.07521,1458.7,474.343,0.62542,0.203375,-0.6917024340550848,8.51e-06,-5.070070439915412,0.0018379,-2.7356781222369944,0.000388039,-3.4111246232882366,0.0390474,-1.408407878643154,0.001015726,-2.993223430572513,3.96e-06,-5.402304814074488,8.74e-05,-4.058488567365597,7933094.684,6.8994426377594325,6675565.668,6.824488072445925,31125573.18,7.493117357746174,-15.95296417,-44.75231579,-31.06255684,-50.12706398,3
