MOF Name,PLD (log10),LCD (log10),Density (g/cc),VSA (m2/cc),VF ,DC_CH4 (log10),DC_CO2 (log10),DC_H2S (log10),Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
DIZQAG_stripped.cif,0.834987523,1.013694426,0.96159,1830.9,0.69088,-3.58E+00,-3.88E+00,-4.10E+00,-23.71161745,-29.26808316,-33.26922232,-37.34860558
DODMIT_stripped.cif,0.654698152,0.845365359,1.55854,1077.92,0.54744,-3.29E+00,-4.34E+00,-3.84E+00,-19.52105642,-38.7244171,-32.91027983,-81.92469246
DODMOZ_stripped.cif,0.605245771,0.736786793,1.22779,1214.39,0.5475,-3.31E+00,-4.11E+00,-3.83E+00,-21.14489034,-41.81122596,-39.17469093,-93.29511555
DODRAQ_stripped.cif,0.628183486,0.679547811,1.25078,1901.89,0.6464,-2.82E+00,-4.07E+00,-3.55E+00,-12.27313738,-33.7232358,-29.44254455,-57.62111798
DOGJUF_stripped.cif,0.612566655,0.639839957,1.38768,387.583,0.44164,-3.19E+00,-3.78E+00,-3.44E+00,-26.86526338,-34.15167627,-37.71466889,-23.30817056
DOGJUF01_stripped.cif,0.612682156,0.643790111,1.40376,400.619,0.43332,-3.04E+00,-3.71E+00,-3.45E+00,-27.18274415,-34.36051261,-38.05950857,-23.04110472
DOGTOJ_stripped.cif,0.590513037,0.732186214,1.26498,839.215,0.5579,-3.62E+00,-4.80E+00,-4.49E+00,-15.22282003,-43.28651651,-37.1644923,-88.66791129
DOHCIO_stripped.cif,0.672138513,0.76130074,1.14366,844.177,0.53072,-3.46E+00,-4.71E+00,-3.93E+00,-18.45477759,-43.99449579,-30.27777923,-82.34764916
DOHCOU_stripped.cif,0.674137019,0.765822728,1.13956,838.096,0.5359,-3.35E+00,-4.92E+00,-3.97E+00,-18.35137433,-44.96365544,-30.70221155,-82.18901719
DOHCUA_stripped.cif,0.673878506,0.762718316,1.1599,834.898,0.54852,-3.46E+00,-4.72E+00,-3.98E+00,-18.47152994,-42.83129353,-31.62014171,-77.14837864
DOHDAH_stripped.cif,0.673071618,0.761169792,1.15735,845.881,0.55368,-3.48E+00,-4.56E+00,-4.00E+00,-18.44124775,-42.83926995,-33.66570048,-76.52068178
DOHKIV_stripped.cif,0.720148549,0.816384494,1.05848,3311.3,0.76826,-2.85E+00,-3.58E+00,-3.48E+00,-9.135296444,-23.6750783,-23.90370486,-55.21046294
DOHKOB_stripped.cif,0.712679159,0.824929869,0.968348,3017.24,0.78396,-2.85E+00,-3.54E+00,-3.75E+00,-8.175861532,-22.82595958,-25.55126599,-58.51731165
DOHNUL_stripped.cif,0.629539053,0.708680889,1.35619,534.858,0.47378,-3.88E+00,-3.72E+00,-4.11E+00,-21.84597197,-25.97845585,-32.39107313,-69.97149098
DOJKAQ_stripped.cif,0.673353647,0.761684325,1.53512,2091.56,0.64758,-2.96E+00,-3.81E+00,-3.79E+00,-16.06651399,-36.00389683,-30.0359377,-60.92123178
DOKDEN_stripped.cif,1.128516228,1.179814529,0.841538,1663.38,0.70864,-3.31E+00,-3.54E+00,-3.55E+00,-18.27391999,-21.95236286,-24.73306629,-12.38303674
DOLCUD_stripped.cif,0.613704432,0.645854384,1.38193,414.995,0.43832,-3.07E+00,-3.74E+00,-3.52E+00,-26.74856456,-33.7590274,-37.41581786,-22.70232821
DOLDAK_stripped.cif,0.617989489,0.645637398,1.40604,413.009,0.43344,-3.06E+00,-3.72E+00,-3.56E+00,-27.28892486,-34.36894856,-38.1542322,-23.09845433
DOMFES_stripped.cif,0.763233266,0.922319512,1.15839,625.296,0.5326,-3.61E+00,-3.97E+00,-3.94E+00,-20.94966084,-29.40830598,-30.22581502,-39.72608111
DOMFIW_stripped.cif,0.776993036,0.916927466,1.0638,1149.5,0.54878,-3.87E+00,-4.74E+00,-4.19E+00,-25.34633864,-34.9170157,-35.02414026,-51.36987076
DOMFOC_stripped.cif,0.761744464,0.916979522,1.16927,617.159,0.52872,-3.73E+00,-3.97E+00,-4.03E+00,-20.94546992,-29.9007624,-30.64644746,-53.49243587
DOMFUI_stripped.cif,0.775818626,0.908928202,1.18044,595.867,0.52946,-3.85E+00,-4.17E+00,-3.86E+00,-20.9849913,-31.67408719,-31.60485662,-44.99951962
DOMGAP_stripped.cif,0.759034446,0.916339701,1.18701,612.919,0.53032,-3.90E+00,-4.03E+00,-4.13E+00,-20.95262286,-30.55285486,-31.41872096,-39.59913861
DOMGET_stripped.cif,0.760127576,0.914861779,1.19438,615.947,0.53024,-3.75E+00,-4.08E+00,-4.07E+00,-20.98661971,-30.975444,-31.4242652,-39.57068843
DOMKEX_stripped.cif,0.71620708,0.792409901,1.12294,842.361,0.44122,-3.60E+00,-3.68E+00,-4.20E+00,-20.62665752,-27.1644391,-33.07172078,-30.25764538
DONCUG_stripped.cif,0.803657828,1.068244877,0.826602,1239.5,0.58706,-3.97E+00,-4.18E+00,-4.65E+00,-23.00649802,-29.77628861,-38.79482073,-55.14016803
DONKIC_stripped.cif,0.645070368,0.81183095,1.03451,1260.68,0.57926,-3.49E+00,-4.33E+00,-4.70E+00,-18.73325407,-43.8244292,-44.85270694,-101.8389018
DONKOI_stripped.cif,0.642805688,0.847970991,1.0337,1294.31,0.59462,-3.47E+00,-4.35E+00,-4.28E+00,-18.72452604,-39.50379593,-42.42062687,-93.39341901
DONNAW01_stripped.cif,0.806220687,0.824056159,1.16046,1390.15,0.59564,-2.88E+00,-3.30E+00,-3.37E+00,-18.6360936,-23.68666366,-25.93855795,-18.27935178
DONNEA_stripped.cif,0.745133371,0.766675278,1.23492,1205.64,0.5805,-2.86E+00,-3.33E+00,-3.26E+00,-20.41610137,-25.66950984,-27.13525726,-16.83173425
DONNIE_stripped.cif,0.839252357,0.852511711,1.14518,1392.07,0.61288,-2.90E+00,-3.25E+00,-3.23E+00,-18.32335966,-23.32475139,-25.46822569,-18.03594107
DONXUB_stripped.cif,0.613131153,0.706030388,1.44854,360.995,0.47618,-3.38E+00,-4.24E+00,-4.06E+00,-27.39042625,-47.9103462,-42.0241584,-76.62003996
DOPHOH_stripped.cif,0.751793946,1.084176472,0.985409,1345.57,0.6648,-3.07E+00,-3.56E+00,-3.65E+00,-14.73844925,-21.5047452,-23.00182763,-36.4051038
DOPHUN_stripped.cif,0.749584054,1.08445473,0.984545,1341.7,0.66482,-3.20E+00,-3.49E+00,-3.43E+00,-14.73036503,-21.44631302,-23.0228503,-37.78296335
DOPJAV_stripped.cif,0.79319579,0.878420678,1.32954,1057.64,0.54092,-3.21E+00,-4.10E+00,-3.88E+00,-17.01062213,-29.63769268,-28.95169341,-59.99876626
DOQSAF_stripped.cif,0.671280246,0.863927477,1.06476,1573.31,0.58784,-3.34E+00,-3.62E+00,-3.70E+00,-18.00652796,-25.33422703,-27.27771363,-19.78691694
DORDUK_stripped.cif,0.615732324,0.657374282,1.43081,435.952,0.49472,-3.90E+00,-4.09E+00,-4.42E+00,-26.75197697,-34.68399137,-42.04418664,-33.35421594
DORGAT_stripped.cif,0.592797211,0.677400705,1.21014,745.517,0.45438,-3.81E+00,-3.79E+00,-4.13E+00,-22.44715133,-32.16095989,-33.17076293,-31.40562829
DORHID_stripped.cif,0.632237559,0.76044284,1.04873,1187.5,0.57414,-3.44E+00,-3.52E+00,-3.65E+00,-21.75061471,-27.69845404,-30.49355754,-26.30854554
DORNAB_stripped.cif,0.815837318,0.930797791,0.823714,2243.39,0.69936,-3.23E+00,-3.62E+00,-3.54E+00,-18.35616214,-26.0160368,-25.44475515,-30.89293764
DOTFID_stripped.cif,0.623632748,0.792492546,1.02114,1068.73,0.56294,-3.75E+00,-4.01E+00,-3.89E+00,-19.81035297,-26.93581239,-30.86921363,-49.03307011
DOTHUR_stripped.cif,0.628466585,0.71503931,1.02741,911.139,0.567,-3.72E+00,-3.88E+00,-4.11E+00,-22.33792131,-28.87694027,-31.05297929,-21.98298287
DOTSOV_stripped.cif,0.825677923,1.123371039,0.885101,1873.86,0.72058,-3.57E+00,-4.02E+00,-4.12E+00,-20.90358943,-26.82508787,-29.39533595,-24.45775504
DOTSOV01_stripped.cif,0.826634487,1.12274163,0.887287,1870.09,0.72042,-3.91E+00,-3.72E+00,-3.85E+00,-21.06486892,-26.98572631,-29.62066608,-26.18832281
DOTSOV02_stripped.cif,0.826146099,1.122791715,0.887317,1870.5,0.72034,-3.66E+00,-4.09E+00,-3.99E+00,-21.06619299,-26.97251823,-29.57776893,-25.57771567
DOTSOV03_stripped.cif,0.826068969,1.122843431,0.887044,1870.21,0.72026,-3.86E+00,-4.00E+00,-3.96E+00,-20.97148265,-26.95520701,-29.55386322,-25.87853782
DOTSOV04_stripped.cif,0.826063135,1.122889577,0.886871,1872.79,0.72056,-3.75E+00,-3.70E+00,-3.98E+00,-21.0444284,-26.95234471,-29.5263409,-25.79683009
DOTSOV05_stripped.cif,0.826071562,1.122957642,0.886638,1871.26,0.72046,-3.40E+00,-3.96E+00,-4.33E+00,-20.98052486,-26.93366125,-29.50087187,-25.27217
DOTSOV06_stripped.cif,0.825928933,1.123036493,0.886436,1872.84,0.72058,-3.53E+00,-3.94E+00,-3.99E+00,-20.96346578,-26.90357636,-29.461445,-26.06554439
DOTSOV07_stripped.cif,0.825953572,1.123083273,0.886335,1872.56,0.72052,-3.34E+00,-3.87E+00,-4.09E+00,-21.00162215,-26.90011672,-29.484404,-25.32570125
DOTSOV08_stripped.cif,0.825662351,1.123156867,0.88595,1872.97,0.72048,-3.45E+00,-3.93E+00,-4.15E+00,-20.95566553,-26.85046724,-29.42996494,-25.48481617
DOTSOV09_stripped.cif,0.825679869,1.123187937,0.885879,1872.78,0.72042,-3.50E+00,-3.96E+00,-3.70E+00,-20.96019348,-26.84483336,-29.41941229,-25.22888688
DOTSOV10_stripped.cif,0.825620825,1.123227507,0.885728,1873.36,0.7204,-3.60E+00,-4.09E+00,-4.83E+00,-20.95218696,-26.84774341,-29.42209139,-25.81594197
DOTSOV11_stripped.cif,0.82556372,1.123279171,0.885566,1874.15,0.72058,-3.42E+00,-3.83E+00,-4.36E+00,-20.91930222,-26.82409038,-29.39965407,-26.0389642
DOTSOV12_stripped.cif,0.825749284,1.123375615,0.885202,1872.53,0.7204,-3.64E+00,-4.03E+00,-4.88E+00,-20.97450982,-26.82949938,-29.41230393,-25.9305528
DOTSOV13_stripped.cif,0.825692845,1.123419744,0.88504,1873.59,0.7205,-3.60E+00,-3.93E+00,-4.03E+00,-20.95273862,-26.82368937,-29.38743503,-25.20468157
DOTSOV14_stripped.cif,0.825643535,1.123370058,0.885242,1873.23,0.72046,-3.43E+00,-4.00E+00,-3.81E+00,-20.92699538,-26.82754744,-29.3809271,-25.34473345
DOTSOV15_stripped.cif,0.825749284,1.123356001,0.885202,1871.96,0.7204,-3.81E+00,-4.18E+00,-4.16E+00,-20.89844876,-26.82151968,-29.4073511,-25.30540395
DOTSOV16_stripped.cif,0.825848522,1.123340963,0.885192,1872.91,0.7205,-3.50E+00,-3.92E+00,-4.39E+00,-20.91538202,-26.82350285,-29.37058963,-25.59017268
DOTSOV17_stripped.cif,0.825962001,1.123254974,0.885515,1872.83,0.72046,-3.51E+00,-3.98E+00,-4.05E+00,-20.97487908,-26.84582507,-29.41554947,-25.05119284
DOTSOV18_stripped.cif,0.825767447,1.123210175,0.885718,1873.25,0.72056,-3.47E+00,-3.84E+00,-4.42E+00,-20.9651475,-26.86196227,-29.42376946,-25.42868604
DOTSOV19_stripped.cif,0.826085822,1.123151307,0.885991,1872.22,0.72046,-3.55E+00,-4.21E+00,-4.20E+00,-21.04881506,-26.88685789,-29.46655547,-25.22667276
DOTSOV20_stripped.cif,0.826149987,1.123091123,0.886122,1873.95,0.7207,-3.58E+00,-4.00E+00,-3.87E+00,-21.05294494,-26.90090707,-29.5018712,-26.64459049
DOTSOV21_stripped.cif,0.826326232,1.12303682,0.886385,1872.78,0.72064,-3.55E+00,-4.00E+00,-3.94E+00,-20.95837096,-26.92853734,-29.5465896,-26.5511952
DOTSOV22_stripped.cif,0.826127952,1.12303682,0.886213,1873.58,0.72064,-3.53E+00,-3.96E+00,-3.93E+00,-21.03469818,-26.93226376,-29.54790458,-26.57542455
DOTSOV23_stripped.cif,0.826177206,1.122972039,0.886406,1871.06,0.72068,-3.67E+00,-4.14E+00,-3.96E+00,-21.02436784,-26.92412519,-29.48770127,-25.96192435
DOTSOV24_stripped.cif,0.826403964,1.12290234,0.886659,1872.88,0.72084,-3.62E+00,-3.96E+00,-4.53E+00,-21.05644707,-26.96886169,-29.56236405,-25.7237127
DOTSOV25_stripped.cif,0.826415623,1.122776003,0.887003,1873.15,0.72082,-3.40E+00,-4.18E+00,-4.21E+00,-21.07465335,-26.99026508,-29.59769936,-25.13295994
DOTSOV26_stripped.cif,0.826385828,1.122759308,0.887125,1873.64,0.72104,-3.57E+00,-4.03E+00,-4.07E+00,-21.06015585,-26.99056016,-29.58150426,-25.20173903
DOTSOV27_stripped.cif,0.826556796,1.122634893,0.887408,1873.54,0.72082,-3.51E+00,-3.95E+00,-4.04E+00,-21.08824243,-26.99041545,-29.62258341,-26.62721491
DOTSOV28_stripped.cif,0.82678465,1.122634893,0.887459,1873.65,0.72084,-3.42E+00,-3.82E+00,-4.40E+00,-21.12145348,-27.0083033,-29.63422223,-25.17458837
DOTSOV29_stripped.cif,0.826414327,1.122847358,0.886223,1875.02,0.72122,-3.75E+00,-4.17E+00,-4.10E+00,-21.04563298,-26.96858814,-29.54525488,-26.10432164
DOTSOV30_stripped.cif,0.826136377,1.12241184,0.888342,1873.26,0.72076,-3.37E+00,-4.13E+00,-4.42E+00,-21.15443471,-27.06107129,-29.67338338,-25.58107264
DOTSOV31_stripped.cif,0.826743878,1.122365971,0.888413,1825.67,0.7208,-3.57E+00,-3.95E+00,-4.20E+00,-21.14625225,-27.11973178,-29.75772864,-25.61815464
DOTSOV32_stripped.cif,0.82562926,1.122033272,0.889236,1872.32,0.72052,-3.47E+00,-4.01E+00,-4.42E+00,-21.02304409,-27.06236421,-29.59150716,-26.01372179
DOTSOV33_stripped.cif,0.82610073,1.122006055,0.88888,1877.54,0.72114,-3.51E+00,-3.86E+00,-4.23E+00,-21.04678893,-27.06348379,-29.60127119,-25.61397043
DOTSOV34_stripped.cif,0.825699332,1.121729852,0.889541,1874.96,0.72106,-3.83E+00,-4.01E+00,-4.71E+00,-21.0521523,-27.0714625,-29.58295882,-25.95507368
DOTSOV35_stripped.cif,0.825385867,1.121422279,0.889246,1877.05,0.72116,-3.74E+00,-3.88E+00,-3.98E+00,-21.0112218,-27.11523989,-29.46756525,-26.13860936
DOTSOV36_stripped.cif,0.824988357,1.120978426,0.8889,1878.47,0.72058,-3.56E+00,-3.90E+00,-3.66E+00,-20.91895409,-27.03377734,-29.42131307,-26.02604845
DOTSOV37_stripped.cif,0.825522833,1.120849884,0.888687,1879.07,0.72128,-3.63E+00,-3.88E+00,-4.02E+00,-20.97215498,-27.06196115,-29.40742588,-26.21353011
DOTSOV38_stripped.cif,0.824528688,1.120801218,0.888809,1874.3,0.72092,-3.89E+00,-3.76E+00,-4.16E+00,-20.90557655,-27.05733879,-29.35925035,-26.2763126
DOTSOV39_stripped.cif,0.826006088,1.120851857,0.888677,1873.81,0.7205,-3.77E+00,-3.82E+00,-4.42E+00,-20.91894807,-27.04199244,-29.39041842,-26.10764347
DOTSOV40_stripped.cif,0.825438452,1.120635123,0.889032,1880.27,0.72148,-3.56E+00,-3.94E+00,-4.13E+00,-20.9871352,-27.16626448,-29.49821395,-26.6204735
DOTSOV41_stripped.cif,0.825991177,1.120669005,0.888738,1878.06,0.72124,-3.87E+00,-3.84E+00,-4.47E+00,-20.89181844,-27.11274143,-29.40815493,-26.10410514
DOTSOV42_stripped.cif,0.825213787,1.124279194,0.884635,1802.09,0.71748,-3.79E+00,-4.06E+00,-4.06E+00,-20.99826103,-26.79414342,-29.50379645,-24.5283045
DOTSOV43_stripped.cif,0.826146099,1.12324353,0.886335,1874.31,0.72098,-3.61E+00,-3.87E+00,-4.08E+00,-21.0069975,-26.94308614,-29.5619613,-25.38068909
DOVNIN_stripped.cif,0.597877201,0.650048035,1.19017,367.231,0.62034,-4.06E+00,-5.50E+00,-4.29E+00,-16.17863331,-52.44930744,-54.50700381,-95.42182256
DOXDUP_stripped.cif,0.601199236,0.654162097,0.809291,217.219,0.53688,-4.10E+00,-4.57E+00,-4.75E+00,-24.4547759,-42.39131623,-46.62832285,-60.19102174
DOXFAX_stripped.cif,0.716953575,0.74687774,0.664832,1308.17,0.62552,-3.24E+00,-4.13E+00,-4.38E+00,-18.98916408,-36.37123557,-38.23385917,-56.86990109
DOYBEA_stripped.cif,0.730700737,0.765988012,1.0599,1322.68,0.58776,-3.03E+00,-3.37E+00,-3.34E+00,-21.45297095,-26.04493791,-27.92130667,-15.62775339
DOYHIK_stripped.cif,0.837929806,0.867178058,0.955182,1636.57,0.65136,-3.20E+00,-3.52E+00,-3.66E+00,-17.99942665,-25.7173389,-28.52629775,-26.26805452
DOYHOQ_stripped.cif,0.618899107,0.834105201,0.987346,1760.5,0.64242,-3.31E+00,-3.82E+00,-3.85E+00,-18.45504712,-42.58149226,-33.69480329,-61.39595715
DOYHUW_stripped.cif,0.716540868,0.837549299,0.976254,1786.59,0.6477,-3.49E+00,-3.69E+00,-3.81E+00,-20.44711749,-30.26919341,-29.76127369,-71.55632553
DOYLAE_stripped.cif,0.59837242,0.644243556,1.42784,511.393,0.50846,-2.41E+00,-4.48E+00,-3.11E+00,-22.80761603,-44.66249067,-34.48510924,-40.98395284
DOYLIM_stripped.cif,0.602362806,0.670539923,1.1931,924.361,0.5913,-3.27E+00,-3.83E+00,-3.83E+00,-18.43119025,-30.60100727,-27.32963853,-41.80613326
DOYWIZ_stripped.cif,0.696549463,0.762235042,1.02464,1046.51,0.53298,-3.52E+00,-3.61E+00,-3.76E+00,-19.61708556,-31.89063829,-29.6634198,-60.43327566
DOZCEC_stripped.cif,1.069678085,1.281352263,0.547025,1766.54,0.7987,-2.89E+00,-4.36E+00,-4.55E+00,-10.85775901,-54.37827171,-64.76561083,-138.8330501
DOZKIO_stripped.cif,0.674196796,0.809508539,1.05766,1780.61,0.62648,-3.22E+00,-4.19E+00,-4.26E+00,-18.89109063,-44.07198892,-38.73363001,-106.5594743
DUBJUH_stripped.cif,0.783906436,0.860366759,1.09392,1090.81,0.54556,-3.21E+00,-3.37E+00,-3.59E+00,-19.44929487,-24.50192569,-28.09079111,-19.37068912
DUBKAO_stripped.cif,0.768726135,0.855743816,1.10727,1085.22,0.54822,-3.11E+00,-3.33E+00,-3.41E+00,-19.65419446,-24.6531456,-28.43127787,-19.65731136
DUBWON_stripped.cif,0.675494216,0.733367417,1.2729,1549.06,0.61324,-3.09E+00,-3.98E+00,-3.65E+00,-19.29530282,-37.40788673,-32.40335348,-59.56752304
DUBXOP_stripped.cif,0.587051729,0.657820456,1.47077,493.991,0.4712,-3.17E+00,-3.84E+00,-3.58E+00,-20.91406851,-27.80387577,-28.76758265,-17.23846942
DUCQUP_stripped.cif,0.596141672,0.73889308,1.03756,1598.86,0.60628,-3.60E+00,-3.85E+00,-3.86E+00,-16.86578613,-33.62117938,-29.61554504,-68.27080806
DUDSOK_stripped.cif,0.592724001,0.679747594,0.863364,1448.25,0.72226,-3.66E+00,-3.82E+00,-4.27E+00,-12.96845254,-32.99970395,-36.74491938,-67.35334421
DUDVUV_stripped.cif,0.90721083,1.004490329,0.796459,1660.63,0.68152,-4.06E+00,-3.87E+00,-4.46E+00,-24.02516082,-28.75434643,-35.61380546,-16.48779165
DUFKOG_stripped.cif,0.67976212,0.730848464,1.24322,325.598,0.45978,-3.07E+00,-3.88E+00,-3.87E+00,-22.31730886,-31.81170542,-54.0747919,-91.69670376
DUGFAO_stripped.cif,0.606335138,0.723727329,1.19117,702.331,0.5321,-3.84E+00,-3.92E+00,-3.90E+00,-25.19300587,-30.61113618,-33.65078555,-18.48283241
DUGLAU_stripped.cif,0.627564521,0.705306809,1.54489,596.552,0.47384,-3.52E+00,-3.69E+00,-3.63E+00,-25.32537523,-30.61552122,-33.83523311,-19.17729733
DUGMOJ_stripped.cif,0.826636429,1.119238398,0.958393,1495.95,0.64086,-3.65E+00,-3.84E+00,-3.85E+00,-17.92950324,-24.35451315,-26.46243121,-39.92498569
DUGVOS_stripped.cif,0.63955123,0.816242626,1.32918,964.435,0.52628,-3.80E+00,-4.42E+00,-4.65E+00,-20.95380496,-43.55314128,-46.17069952,-100.6723397
DUGVUY_stripped.cif,0.631290521,0.813481576,1.34226,912.498,0.5222,-3.84E+00,-5.11E+00,-4.87E+00,-21.20193293,-49.79201552,-51.42633213,-117.5842176
DUGWAF_stripped.cif,0.639648821,0.815181124,1.33554,953.031,0.52612,-3.71E+00,-5.09E+00,-4.87E+00,-20.90848376,-47.59811845,-50.13309053,-112.5947201
DUGWEJ_stripped.cif,0.630926976,0.815336628,1.34837,922.758,0.52526,-3.78E+00,-4.63E+00,-4.89E+00,-21.14139835,-47.52240852,-49.72998079,-110.999535
DUHPUT_stripped.cif,0.753392295,0.827790438,0.974242,1157.47,0.55688,-3.32E+00,-3.61E+00,-3.65E+00,-18.90615145,-22.73268623,-24.87762498,-12.15677308
DUHPUT01_stripped.cif,0.816962094,0.891804419,1.00294,1178.93,0.5748,-3.23E+00,-3.47E+00,-3.44E+00,-17.69771089,-21.63277315,-23.08369754,-11.72548307
DUJDAP_stripped.cif,0.780776572,0.863183626,1.02623,1104.93,0.56928,-3.64E+00,-4.02E+00,-4.33E+00,-20.00618436,-31.02361017,-28.97867621,-17.8467618
DUKYIT_stripped.cif,0.934383803,0.994440339,0.853005,1494.34,0.6275,-3.67E+00,-3.90E+00,-4.03E+00,-19.54975181,-26.90871342,-28.03304776,-17.55734336
DULNAA_stripped.cif,0.695871141,0.787844298,1.01123,2653.96,0.7359,-2.75E+00,-3.71E+00,-3.36E+00,-10.91649398,-25.71081351,-21.20332009,-50.16618101
DUMGAU_stripped.cif,0.699019511,0.746013446,1.34232,1369.7,0.59016,-3.35E+00,-4.81E+00,-4.29E+00,-17.34835139,-41.72075972,-39.79455815,-76.48423023
DUMXEQ_stripped.cif,0.582954911,0.677568631,1.76954,404.189,0.44576,-3.68E+00,-4.04E+00,-3.95E+00,-24.32769426,-31.35974363,-34.3190537,-22.87340423
DUMXEQ01_stripped.cif,0.584628569,0.679463329,1.76597,427.814,0.4472,-3.58E+00,-4.00E+00,-3.88E+00,-24.28708918,-31.23736992,-34.23292585,-22.7762325
DUMZES_stripped.cif,0.649821463,0.726362836,1.2983,678.767,0.48648,-3.86E+00,-4.15E+00,-4.14E+00,-21.88691998,-38.10287911,-32.62059772,-86.65429831
DUNYIW_stripped.cif,0.695711897,0.854893005,0.907601,1536.87,0.61104,-3.46E+00,-3.66E+00,-3.80E+00,-18.78677952,-23.54607916,-26.07324727,-13.95887799
DUNYOC_stripped.cif,0.893140104,0.969324104,0.735443,1827,0.66936,-3.25E+00,-3.48E+00,-3.59E+00,-15.30768006,-20.95367203,-21.46577354,-12.83383062
DUPJAB_stripped.cif,0.745061513,0.989535244,1.11305,1584.77,0.67032,-3.85E+00,-4.92E+00,-4.44E+00,-22.25857065,-44.32922893,-38.68905031,-78.76667788
DUPKAC_stripped.cif,0.817180482,1.07403928,1.09574,2023.25,0.74274,-2.98E+00,-3.41E+00,-3.35E+00,-14.2782952,-21.11711841,-20.36243085,-46.36386736
DUPKIK_stripped.cif,0.784229178,1.013635929,1.46736,1929.31,0.68872,-3.35E+00,-3.60E+00,-3.75E+00,-17.09590737,-23.72023591,-24.04906099,-13.35358501
DUPNUY_stripped.cif,0.660484118,0.723467986,1.2039,2099.18,0.60658,-2.76E+00,-3.62E+00,-3.41E+00,-14.67614482,-26.42512432,-24.39834702,-44.01316245
DUPVER_stripped.cif,0.810745167,0.996950123,0.795967,2041.14,0.7304,-2.94E+00,-3.55E+00,-3.56E+00,-13.05736711,-25.16172079,-25.61169205,-64.60525323
DURDAX_stripped.cif,0.774530834,0.929786643,0.701061,2513,0.74076,-2.85E+00,-3.69E+00,-3.74E+00,-13.38005278,-31.12322218,-30.93985276,-73.06391424
DURDIF_stripped.cif,0.78675497,0.884652085,0.711066,2558.94,0.73784,-2.80E+00,-3.63E+00,-3.95E+00,-13.72331622,-29.44044461,-31.6950687,-70.56262765
DUTJUZ_stripped.cif,0.745798273,0.827864035,1.5707,1980.3,0.67696,-3.02E+00,-3.22E+00,-3.19E+00,-15.88828866,-19.59303834,-21.22815375,-16.46737331
DUTKAG_stripped.cif,0.750306243,0.834403535,2.04382,1946.06,0.67532,-2.93E+00,-3.52E+00,-3.75E+00,-15.35663803,-24.51384018,-32.28522502,-45.97447076
DUVNIS_stripped.cif,0.775193063,0.899416103,1.08134,913.38,0.58784,-3.63E+00,-3.63E+00,-3.75E+00,-18.19535299,-23.83271219,-25.68762596,-15.08177207
DUVNIS01_stripped.cif,0.797673939,0.981926375,0.929732,1883.9,0.66604,-3.14E+00,-3.67E+00,-3.51E+00,-15.25511817,-31.2769662,-27.32672518,-65.74179088
DUVXUP_stripped.cif,0.86639073,0.901727969,0.791622,1810.36,0.69036,-3.86E+00,-4.48E+00,-4.36E+00,-21.85141653,-47.67086454,-39.51529999,-98.89531837
DUWBEE_stripped.cif,0.780481492,0.873471736,0.972318,2244.19,0.71436,-2.79E+00,-3.99E+00,-4.12E+00,-13.41052745,-37.63286539,-35.86783512,-74.47883454
DUYHIQ_stripped.cif,0.606511419,0.723604243,1.29115,492.526,0.4593,-4.00E+00,-4.24E+00,-4.35E+00,-28.594616,-39.6682875,-39.68454857,-72.82550168
DUYJAK_stripped.cif,0.788043157,0.84742643,1.02875,1055.86,0.58694,-4.92E+00,-4.30E+00,-5.22E+00,-25.79618593,-31.39658169,-37.83954514,-22.04770992
DUYJIS_stripped.cif,0.612383274,0.784055699,1.18649,886.501,0.5283,-3.82E+00,-3.93E+00,-3.91E+00,-23.99918554,-30.25227226,-33.40771879,-21.24460831
DUYPAQ_stripped.cif,0.652194106,0.758775681,0.883346,1579.95,0.61816,-3.67E+00,-3.72E+00,-3.98E+00,-20.6743051,-24.49187325,-28.01060649,-12.96995173
DUYPIY_stripped.cif,0.603878046,0.694572735,1.66062,1135.95,0.5684,-3.41E+00,-3.52E+00,-3.86E+00,-16.91973353,-21.95352047,-28.30459702,-24.66013966
DUZKAM_stripped.cif,1.320511646,1.33224551,0.752088,1118.14,0.71362,-3.35E+00,-4.61E+00,-4.56E+00,-14.04466092,-34.77806621,-35.4515399,-49.14136382
DUZLER_stripped.cif,0.58560735,0.722437294,1.04125,807.414,0.54918,-3.62E+00,-4.96E+00,-4.13E+00,-22.15898241,-50.44257209,-47.94280976,-92.24128411
DUZPUL_stripped.cif,0.691607457,0.849392999,0.920284,2270.77,0.6897,-2.95E+00,-3.88E+00,-3.97E+00,-15.92791185,-35.34642523,-37.65118322,-76.49421703
EBAMOL_stripped.cif,0.630772529,0.900717155,1.05221,911.383,0.60254,-3.79E+00,-3.87E+00,-4.09E+00,-19.86900428,-23.51444635,-27.19482226,-12.30977749
EBANIH_stripped.cif,0.671397803,0.807621608,1.15626,1143.73,0.53534,-2.93E+00,-3.31E+00,-3.32E+00,-21.67970254,-28.19487921,-31.23165287,-42.94557846
EBANON_stripped.cif,0.627231655,0.719873816,0.934286,1521.26,0.6331,-3.31E+00,-3.91E+00,-4.30E+00,-18.53276238,-40.7019333,-40.54532539,-92.23411899
EBAQOO_stripped.cif,0.645303363,0.78125475,1.074,1166.62,0.57306,-3.87E+00,-4.90E+00,-5.40E+00,-22.16781325,-46.26600305,-49.41216822,-83.54237153
