MOF Name,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
LEDKEM_stripped.cif,9.20855,9.62289,0.734813,1505.1,2048.28,0.66902,0.910463,1.06E-05,2.57E-05,0.000059295,1.88E-06,0.001280447,0.000875489,0.000698503,2985735.764,4927127.322,9084868.734,-15.62865483,-19.75246961,-21.52821288,-9.826627209
LEFZAA_stripped.cif,3.82452,6.15238,1.33887,852.793,636.95,0.5168,0.385997,2.59E-05,8.22E-05,0.000290391,2.20E-06,0.00034501,0.000238782,0.000224301,3568583.839,7844526.522,26032020.03,-21.20331852,-26.03452589,-28.16322931,-14.62276764
LEHFOW_stripped.cif,4.00992,5.04347,1.35564,311.342,229.665,0.49848,0.367709,3.44E-05,0.000138754,0.000670532,8.86E-06,5.18E-05,9.13E-05,5.83E-05,721485.6721,5128501.494,15827147.44,-23.59903384,-29.32827605,-32.20565246,-23.04605698
LEHNIY_stripped.cif,3.84098,4.55144,1.51408,479.364,316.604,0.43952,0.290289,1.88E-05,7.31E-05,0.000506652,4.46E-06,5.79E-05,5.48E-05,1.30E-05,491116.095,1810764.462,2966542.974,-23.50197649,-29.1424339,-33.84103065,-20.20424554
LEJCAG_stripped.cif,8.48533,13.20444,1.6588,2238.58,1349.52,0.8023,0.483663,7.79E-06,2.88E-05,4.43E-05,0.00060979,0.000709168,0.000356427,0.000341384,2733779.898,5076622.742,7485420.676,-12.93726725,-20.75170129,-20.08011298,-44.72624295
LEJCEK_stripped.cif,11.67481,17.19662,1.22505,1923.99,1570.54,0.86138,0.70314,5.94E-06,1.44E-05,2.11E-05,4.91E-05,0.001472764,0.000531403,0.000745362,3199310.517,2800462.832,5764119.189,-9.910976764,-16.00845767,-16.03402396,-32.89031541
LEJCIO_stripped.cif,14.09246,18.51563,0.739085,1719.18,2326.1,0.86662,1.17256,6.38E-06,1.89E-05,2.27E-05,0.000517959,0.001466952,0.000472981,0.000452046,2065977.686,1970611.689,2260326.001,-9.9569258,-18.22063563,-16.15156436,-44.71759707
LEJRIC_stripped.cif,8.41595,9.94365,2.7001,1381.05,511.483,0.58894,0.218118,2.02E-06,4.84E-06,9.17E-06,1.39E-06,0.000363971,0.00029397,0.00018194,593486.8036,1147335.915,1344100.405,-12.2291069,-16.22711534,-17.78318668,-13.64576243
LEKBUB_stripped.cif,4.772,5.88563,1.12134,1130.6,1008.26,0.53324,0.475538,4.67E-05,0.00019379,0.000872465,0.0081828,0.000229963,0.00011654,0.000104958,3595781.251,7559597.839,30651888.31,-23.31509857,-29.79673314,-31.93168752,-50.3248313
LELDUD_stripped.cif,9.24625,16.5482,0.458126,1972.31,4305.18,0.8225,1.79536,7.16E-06,0.000015998,2.52E-05,2.19E-05,0.001152128,0.000560973,0.000610131,1128683.061,1227291.438,2103517.865,-11.40159656,-15.41908876,-15.94435948,-25.47416354
LENROM_stripped.cif,4.28159,4.8292,1.41534,581.766,411.045,0.43868,0.309948,8.68E-05,0.000340958,0.00165001,3.53E-06,0.000694489,0.000455091,0.000422056,25454982.16,65556344.97,294220124.3,-25.87125217,-31.0850573,-33.84567087,-17.14665952
LEPCAL_stripped.cif,3.9134,4.46686,1.34605,313.005,232.537,0.39676,0.29476,2.19E-05,0.162639,0.00860977,47.123,0.000330585,1.14E-06,1.64E-05,2907640.343,74319872.77,56657314.1,-23.6209653,-58.55157235,-43.4265097,-74.24891485
LEPCEP_stripped.cif,3.8556,4.37476,1.37615,302.073,219.506,0.39052,0.283778,2.42E-05,0.0347333,0.00569094,0.677973,0.000281979,4.60E-06,2.59E-05,2807419.274,65566251.07,60523013.91,-24.0845633,-54.9536855,-42.17888107,-62.82881956
LEPCIT_stripped.cif,3.85181,4.35048,1.40253,303.442,216.353,0.38654,0.275601,2.58E-05,0.0214393,0.0053539,0.324324,0.000379721,4.61E-06,2.42E-05,4098630.935,41412415.15,54284907.92,-24.29974087,-53.65361788,-41.88478944,-60.69403466
LEPCOZ_stripped.cif,3.87848,4.90088,1.41881,346.889,244.492,0.4018,0.283194,3.21E-05,0.0365469,0.00869621,0.138239,0.000323131,1.10E-05,1.70E-05,4387569.074,170296811.6,62695291.92,-24.89788445,-55.28586274,-43.40486281,-57.7750963
LEPCUF_stripped.cif,3.89714,4.90366,1.52095,343.818,226.055,0.4195,0.275815,2.27E-05,0.0650878,0.00784027,0.641462,0.000253388,5.47E-06,1.29E-05,2608364.099,161736586.2,45780880.74,-24.01882868,-56.52347529,-43.40618191,-61.61415608
LEQQAA_stripped.cif,4.12351,5.11569,1.08174,443.689,410.162,0.56226,0.519772,1.87E-05,0.00023295,0.000388746,0.00338709,0.000192887,0.000202505,7.38E-05,1163931.518,15232664.46,9269574.686,-20.62937031,-30.49351138,-30.95857633,-48.96771842
LERTOT_stripped.cif,4.11162,4.88826,1.29099,795.78,616.411,0.48198,0.373342,0.000029003,0.000178235,0.00336686,0.000429743,0.000511082,0.000166346,0.000122724,5712303.076,11425691.64,159232267,-22.65647838,-31.07777443,-39.42694632,-36.57784461
LESJID_stripped.cif,5.13875,5.81799,1.45566,3555.84,2442.77,0.77608,0.533146,1.95E-06,8.54E-05,0.000259841,0.02251,0.002108368,0.000544494,0.001121389,1786600.116,20212186.68,126613216.5,-10.95728478,-26.36938578,-28.44438202,-44.44856235
LETDEU_stripped.cif,8.56919,8.60977,1.81498,1159.91,639.075,0.5826,0.320995,9.16E-07,7.37E-06,6.62E-06,0.000241123,0.00065603,0.000182954,0.00028565,325441.7255,730061.8342,1024688.315,-11.22022866,-22.23656553,-19.12981755,-37.81855299
LETFEW_stripped.cif,4.46247,5.62477,2.12439,673.398,316.984,0.47068,0.22156,5.37E-06,0.000629748,0.000224941,0.0666633,0.000416064,3.25E-05,0.000163166,1416951.212,12967432.05,23274947.53,-19.27236831,-39.19674152,-31.87642575,-59.47438335
LETRIN_stripped.cif,5.88011,6.8723,1.44731,1231.19,850.68,0.5543,0.382987,1.95E-05,9.92E-05,0.000265462,5.89E-05,0.000437214,0.000183431,0.000141615,3683446.161,7865381.967,16241566,-19.18637599,-26.27728139,-27.6161598,-32.85060723
LETROT_stripped.cif,4.56714,5.07559,1.67128,700.156,418.934,0.4833,0.28918,2.67E-05,0.000173847,0.000999864,9.70E-05,0.000608954,0.000159288,0.000116831,8113430.109,13815130.65,58277922.02,-22.30907007,-30.09990027,-33.58332744,-33.44706303
LEVDIB_stripped.cif,4.05737,10.48189,1.45156,1855.22,1278.09,0.68934,0.474897,1.71E-05,0.000052834,0.000219547,1.13E-05,0.000206871,0.000157859,5.47E-05,1531579.035,3613863.515,5200675.592,-19.61377887,-23.71814695,-28.09413251,-19.15614699
LEVNOQ_stripped.cif,3.94119,5.89617,0.94739,1047.16,1105.32,0.57716,0.609211,3.13E-05,0.0149821,0.0282452,2071.52,0.000200513,3.57E-05,3.19E-05,1777334.144,151190809.8,254676477.5,-20.36641967,-48.00191378,-42.73611768,-78.6446103
LEVPAF_stripped.cif,6.2939,9.35271,1.35473,703.299,519.143,0.46116,0.340407,8.36E-06,2.95E-05,8.34E-05,1.98E-06,0.000168641,0.000111469,8.62E-05,570111.6766,1329805.987,2906577.99,-18.34993419,-24.4554816,-26.17798532,-15.90656954
LEVPEJ_stripped.cif,5.44593,9.17274,2.23061,636.866,285.512,0.45334,0.203236,6.83E-06,2.26E-05,0.000064839,2.08E-06,0.000122742,0.000111264,6.70E-05,558414.182,1675458.171,2892812.687,-17.96913489,-23.74319623,-25.66832311,-17.64288774
LEWGUQ_stripped.cif,4.37293,5.04234,0.774676,2941.2,3796.69,0.74184,0.957613,1.77E-06,0.00209314,0.00147503,14742.9,0.001647382,7.22E-05,2.42E-05,672824.8223,34931856.47,8256790.105,-9.460346754,-40.76934668,-34.62000823,-80.63112549
LEYCEZ_stripped.cif,3.98354,4.57546,1.63959,415.888,253.654,0.4154,0.253356,5.22E-06,0.00148686,0.00151315,0.926659,0.000241817,8.95E-06,1.62E-05,617749.3348,6514061.683,12020818.48,-20.21903431,-44.09793233,-43.51376505,-63.5300173
LEYGIH_stripped.cif,4.14583,5.67239,0.946082,1997.32,2111.15,0.63798,0.674339,1.46E-05,0.000999032,0.000859367,19.2367,0.000502407,6.68E-05,6.95E-05,2070627.473,18846317.63,16861243.28,-17.18209478,-38.74251353,-35.90707974,-70.36992789
LEYREN_stripped.cif,4.29668,4.60391,1.36003,275.004,202.205,0.39104,0.287524,4.64E-05,0.000143023,0.00105813,1465.6,0.000239076,0.000165796,0.00015735,4505372.6,9626826.19,67594239.89,-26.53165721,-31.68614844,-35.13707394,-90.76291672
LEZZEX_stripped.cif,4.13633,5.54549,1.64932,418.857,253.957,0.38406,0.23286,0.000134812,0.000491348,0.00310289,2.52E-06,0.000160865,9.95E-05,5.96E-05,10677052.88,24059250.1,91081540.78,-27.84535444,-32.66991146,-36.04806833,-16.55916625
LIBCUU_stripped.cif,4.57957,5.64164,1.56082,1100.51,705.084,0.5569,0.3568,1.12E-05,0.000956773,0.00506937,41.3045,0.000307257,9.54E-05,8.98E-05,1604218.893,42515797.47,212185154,-18.48728944,-35.89213796,-39.01215777,-68.82015334
LIBDAB_stripped.cif,4.27384,5.10038,1.66546,1074.67,645.27,0.57618,0.345959,1.37E-05,0.00182239,0.00886568,58.325,0.000163225,7.05E-05,1.83E-05,1113174.52,63887779.07,80601213.3,-20.17051314,-40.32354846,-42.75663466,-71.82875117
LIBJUD_stripped.cif,4.18478,5.44677,3.33407,461.176,138.322,0.42358,0.127046,8.28E-07,0.000054074,0.000127398,0.148327,0.000174005,1.12E-05,1.74E-05,143348.3951,600172.748,2212432.414,-16.72373817,-40.44911479,-35.33239088,-59.02841218
LIBZIG_stripped.cif,4.68277,5.9019,1.54375,1545.99,1001.45,0.59378,0.384634,6.73E-06,0.0713694,0.00617121,13730400,0.00125541,2.74E-06,8.58E-06,3894557.451,90008842.72,24413891.52,-16.08643307,-53.16232592,-44.57357742,-106.2875901
LICLPY02_stripped.cif,5.16075,5.4628,0.465959,3976.89,8534.86,0.75984,1.6307,2.09E-06,2.87E-05,4.60E-05,0.00527553,0.003274079,0.0008107,0.001405584,952348.5308,3241695.23,8989257.838,-7.584083281,-19.44940642,-18.74265091,-37.84802233
LICXEC_stripped.cif,4.03906,4.47146,1.49371,176.684,118.285,0.39678,0.265633,8.36E-06,3.77E-05,0.000111021,6.31E-07,0.000438688,0.000243617,0.000227725,1635636.908,4097259.717,11272950.58,-23.17999651,-28.7900286,-30.16052606,-14.70573393
LIDZOP_stripped.cif,4.1483,5.5517,1.64984,416.214,252.275,0.38376,0.232604,0.000135309,0.000487572,0.00310225,2.51E-06,0.000137986,0.00011734,7.43E-05,9195179.098,28176047.62,113587122.8,-27.87930092,-32.66795351,-36.06382534,-16.55819992
LIFGUD_stripped.cif,3.95525,4.57993,1.31276,254.421,193.806,0.46242,0.35225,0.000011329,7.26E-05,0.000458724,1.76E-05,0.000372891,0.000155406,9.35E-05,1655441.076,4419032.792,16807393.7,-23.37063375,-29.92599742,-35.47693642,-27.32564074
LIFWEE_stripped.cif,3.86694,4.94583,1.28823,515.309,400.014,0.58412,0.453429,1.04E-05,0.000645798,0.000662105,0.036277,0.000145746,6.18E-06,9.34E-05,584046.4219,1533789.661,23775653.69,-20.28130421,-42.08148845,-34.96492248,-55.57407214
LIFWON_stripped.cif,3.9092,5.0253,1.22716,559.625,456.031,0.50658,0.412805,1.68E-06,0.000445914,1.09569,683273,0.000474617,0.00054382,1.64E-05,292698.5266,88830600.12,6592270414,-12.99972391,-33.21486375,-58.67011768,-93.58224986
LIHFAK_stripped.cif,12.07725,14.54406,0.502805,2007.98,3993.56,0.80904,1.60905,6.52E-06,2.22E-05,2.92E-05,0.000608593,0.001206025,0.000382741,0.000467635,1180188.875,1278037.199,2048874.644,-12.2409224,-20.32508285,-18.60429981,-45.50330282
LIJBOW_stripped.cif,3.93165,4.50667,1.20103,372.432,310.093,0.4205,0.350116,1.20E-05,0.000145481,0.000402728,0.000264864,4.20E-05,9.40E-05,1.99E-05,181618.8152,4903924.819,2874323.684,-21.72637439,-32.41615646,-33.79927423,-37.53560692
LIJFUH_stripped.cif,6.23007,7.08264,1.17477,1424.09,1212.23,0.58856,0.501002,8.45E-06,2.40E-05,6.79E-05,3.17E-06,0.000366095,0.000202043,0.000157418,1084385.882,1702516.067,3749930.206,-16.68552483,-21.45856671,-23.50639891,-15.42736097
LIKCOY_stripped.cif,4.83249,6.82812,1.81549,816.135,449.54,0.52682,0.290181,3.85E-06,9.56E-06,0.00003891,1.73E-06,0.000170296,0.000118867,8.20E-05,355481.8014,615787.5317,1729583.28,-17.30142485,-21.4823195,-25.37537125,-17.93930824
LIKDOA_stripped.cif,8.90547,14.83884,0.569965,2170.87,3808.78,0.79494,1.39472,6.04E-06,1.19E-05,2.57E-05,2.60E-06,0.000676739,0.000413671,0.00032562,695989.6783,835802.2585,1426309.728,-12.6811415,-15.77609595,-17.90044314,-9.703774999
LIKGUJ_stripped.cif,5.1763,12.90902,1.07929,1317.35,1220.56,0.66124,0.612659,3.67E-05,0.000157012,0.000501611,4.16E-06,4.36E-05,6.12E-05,4.97E-05,515491.5368,3097842.375,8031832.549,-23.15220687,-28.72890956,-30.77865371,-15.21245946
LIMSEG_stripped.cif,4.05921,5.61516,1.01974,665.017,652.145,0.50936,0.499501,4.97E-05,0.000164236,0.000746173,3.03E-06,0.000110012,6.70E-05,3.18E-05,1662684.427,3349130.671,7225535.401,-23.43840305,-28.33863475,-31.63587059,-14.91361216
LIQCUK_stripped.cif,5.77664,7.72619,1.41694,908.222,640.976,0.48276,0.340707,1.73E-05,3.65E-05,0.00034965,6.58E-06,0.000191923,0.00010161,8.37E-05,1407335.194,1568467.774,12375047.68,-21.34278247,-26.3208359,-32.17724413,-23.41373931
LIQDAS_stripped.cif,5.88715,12.80393,0.809784,1895.68,2340.97,0.73368,0.906019,7.06E-06,6.08E-05,0.000135699,1.38577,0.000973406,0.000201688,9.35E-05,1662005.191,2963456.267,3067754.189,-13.48938277,-26.67345564,-27.67080805,-60.30005207
LIQJEC_stripped.cif,4.85849,6.99092,1.48122,1091.27,736.735,0.56502,0.381456,9.02E-06,3.34E-05,0.000104537,4.97E-06,0.000279725,0.00013483,0.00011257,1115347.051,1994070.939,5203157.412,-19.00882026,-25.01710762,-27.44215663,-23.06394529
LIQRUZ_stripped.cif,4.4648,6.513,3.37206,1041.61,308.896,0.49924,0.148052,8.19E-07,1.91E-06,5.78E-06,6.08E-07,0.000673811,0.000358478,0.000236777,555188.4666,690742.2868,1376700.264,-14.39178188,-18.47814719,-21.36380918,-15.47353346
LISCUM_stripped.cif,4.4314,5.18832,1.41417,487.487,344.715,0.49786,0.35205,2.11E-06,0.000207725,0.00064165,10002.7,0.000567434,2.21E-05,6.47E-05,504641.6681,1936317.32,17529257.62,-16.49227789,-39.09132701,-43.3138057,-89.71666281
LISKED_stripped.cif,4.94092,5.52059,0.789981,2749.08,3479.93,0.72806,0.921617,0.000003472,9.87E-05,0.000278674,0.0925614,0.001759956,0.000179231,0.000218749,1440965.059,4173359.872,14375246.55,-11.16626625,-26.62751829,-27.47295265,-48.34416836
LITCIC_stripped.cif,4.1628,7.20254,0.886931,1608.26,1813.28,0.63946,0.72098,1.89E-05,0.00014283,0.000408075,0.569942,0.00028058,0.000165471,0.000168896,1401819.019,6257292.042,18247504.65,-18.25879776,-27.3283275,-28.71652085,-59.31731184
LITCUO_stripped.cif,3.94806,5.65752,1.00454,1109.94,1104.92,0.58238,0.579748,3.07E-05,0.00110531,0.00458863,1217.82,0.000278962,8.47E-05,6.66E-05,2566494.396,28072565.92,91656221,-20.54573328,-37.19091334,-37.94043113,-79.69961976
LITDAV_stripped.cif,4.24331,6.01025,1.01002,1268.86,1256.28,0.59982,0.593872,3.20E-05,0.000603211,0.00262569,74.5033,0.000291453,9.61E-05,8.63E-05,2813941.461,17479502.65,68332527.91,-20.5523708,-34.14976453,-35.59914298,-71.4082809
LITKIJ_stripped.cif,4.01377,5.57912,1.26551,548.908,433.746,0.50698,0.400614,2.17E-05,0.000291685,0.0177979,0.374879,0.00011938,7.54E-05,8.52E-06,978571.1321,8303859.983,57268254.59,-21.67125098,-33.83238994,-47.81938719,-63.9244863
LIVLUZ_stripped.cif,5.00426,5.91163,1.15595,1031.94,892.726,0.56176,0.485974,3.42E-05,0.000106443,0.000362498,3.49E-06,0.000990532,0.000443374,0.000485614,11691115.31,16284757.89,60742299.48,-20.57617541,-24.6864642,-27.01966725,-15.58660917
LIWCEB_stripped.cif,4.63243,5.63823,1.32826,674.99,508.176,0.48784,0.367277,2.93E-05,0.00015928,0.00168373,7.93E-05,0.000269861,0.000101254,2.73E-05,3133979.107,6394600.714,18215595.31,-23.25148339,-30.93535864,-38.3970347,-31.53876004
LIWCIF_stripped.cif,4.63156,5.64705,1.30889,682.53,521.456,0.49312,0.376746,0.000025303,0.000142665,0.00138362,6.99E-05,0.000263001,0.000153034,6.26E-05,2600084.456,8530272.818,33828720.94,-22.58943879,-30.42312808,-37.75289417,-30.99975991
LIWFAA_stripped.cif,6.02504,6.36041,1.39254,618.569,444.201,0.45788,0.328809,1.28E-05,5.11E-05,0.000155447,0.000108462,0.000523401,0.000289317,0.000324155,2789387.033,6140559.256,20945821.52,-19.58137354,-25.50459704,-27.0398243,-38.02807886
LIWPUE_stripped.cif,4.21792,4.56244,1.37654,272.255,197.782,0.41476,0.301306,0.000105524,0.000417737,0.00338226,4.70E-06,0.000679234,0.000217391,0.000360384,29451994.93,37315369.68,500860742.5,-28.57372422,-34.63713552,-38.21739881,-19.95632073
LIXWAR_stripped.cif,3.91375,5.60125,1.06263,915.789,861.817,0.5673,0.533866,0.000020741,0.00988703,0.0163478,21990.2,0.000178792,4.03E-05,2.53E-05,1176292.83,126385059.9,131248909.5,-19.67063816,-48.11735266,-42.45308405,-85.272189
LOBHAM_stripped.cif,5.91618,7.01031,0.979178,1441.97,1472.63,0.62226,0.635492,1.07E-05,3.33E-05,7.84E-05,0.0173425,0.000374466,0.000294018,0.000239753,1174993.214,2865252.677,5493612.448,-16.28185361,-21.37083722,-22.67252472,-61.31369539
LOCZAG_stripped.cif,4.8877,6.20769,1.12165,868.963,774.72,0.5425,0.483664,1.95E-05,0.000104443,0.000300828,1.00E-05,0.000417777,0.00024253,0.000192203,2724603.277,8481207.504,19359360.53,-20.92562109,-31.17521978,-30.477477,-21.41430275
LOCZOU_stripped.cif,3.92306,5.41094,1.30752,670.753,512.996,0.50398,0.385447,2.94E-05,9.38E-05,0.000459279,2.90E-06,0.000119397,9.17E-05,6.41E-05,1369644.463,3357448.224,11496042.61,-23.01770625,-27.96327302,-31.22675224,-17.02406506
LOCZUA_stripped.cif,3.8162,5.19023,1.31984,646.362,489.727,0.49884,0.377955,3.57E-05,0.000111246,0.000604102,3.56E-06,0.000146854,0.000129441,9.82E-05,2066724.893,5673240.9,23381567.01,-23.58460627,-28.56319434,-31.83712371,-17.82016949
LODBAJ_stripped.cif,3.85018,6.13234,1.37267,640.479,466.592,0.47386,0.345209,3.31E-05,0.000121938,0.000558166,4.38E-06,0.000143379,0.000126274,0.00010673,1945840.297,6309179.67,24410187.34,-22.81234092,-28.37741226,-31.16272961,-19.47777671
LODPOK_stripped.cif,4.847,6.03379,1.05246,1328.63,1262.4,0.54156,0.514564,4.62E-05,0.000203238,0.000673786,0.101442,0.000193233,0.000116592,9.65E-05,2805595.238,7444452.204,20425048.62,-22.12121397,-28.29940445,-30.47993463,-64.30545616
LODPOL_stripped.cif,4.28425,5.4803,1.08612,875.715,806.276,0.55348,0.509593,9.58E-05,0.000358184,0.0014218,4.01E-06,0.000335728,0.000268444,0.000257546,10428790.59,31174027.79,118720532.5,-24.06573169,-29.0194944,-31.27586278,-14.92779109
LODPUQ_stripped.cif,4.77916,6.04773,1.07351,1308.14,1218.56,0.54144,0.504365,5.28E-05,0.00020596,0.000786887,0.0127443,0.000181853,0.000135836,5.93E-05,3079592.375,8965152.2,14957019.28,-22.66527149,-27.96313164,-30.95345962,-53.23583946
LOFVOT_stripped.cif,4.12758,6.30099,1.27756,850.33,665.591,0.53906,0.421947,1.09E-05,3.15E-05,0.000187135,20.2856,0.000149469,0.000102276,0.000135537,621123.9111,1229065.377,9672713.878,-18.55169209,-23.5010331,-28.63190452,-78.88929078
LOFVUY_stripped.cif,4.65961,7.50969,1.14922,1653.62,1438.91,0.59334,0.5163,1.10E-05,2.96E-05,0.00010925,5.13E-06,0.000365534,0.000248062,0.000223838,1377960.407,2514675.728,8389066.16,-17.50482464,-21.86430453,-25.29760037,-17.43051967
LOFVUY01_stripped.cif,4.67403,7.52429,1.14922,1665.27,1449.05,0.59518,0.517901,1.10E-05,0.00002956,0.000109765,5.19E-06,0.000416636,0.000280016,0.000225965,1576132.115,2839521.643,8508711.034,-17.51065502,-21.80061856,-25.2963396,-17.43313732
LOFVUZ_stripped.cif,4.05675,6.31228,1.27493,879.099,689.53,0.54756,0.429484,1.07E-05,3.14E-05,0.000187953,15.0362,0.000134125,8.58E-05,0.000138786,545237.8296,1025494.777,9927427.392,-18.49680115,-23.51054276,-28.69243045,-79.36596244
LOHVOV_stripped.cif,4.6748,5.31793,1.62602,577.444,355.128,0.45362,0.278976,2.61E-05,8.69E-05,0.000328387,1.65E-06,0.000806764,0.000404159,0.000519174,10208151.2,17051837.52,82752309.49,-22.68668574,-27.15532792,-29.42397151,-16.00050178
LOHWEK_stripped.cif,5.48738,5.88746,1.00813,2580.68,2559.88,0.73918,0.733222,2.18E-06,0.000196943,0.000147637,44.2263,0.001413429,0.000101916,4.13E-05,928916.4196,6040245.052,1833267.161,-10.61462752,-31.4346563,-30.19736141,-69.55424106
LOJLAZ_stripped.cif,4.90349,6.04161,1.78682,1217.83,681.562,0.56768,0.317704,9.49E-06,4.07E-05,0.000143052,1.79E-05,0.001834674,0.000572498,0.000927141,9287534.949,12417487.59,70741719.6,-17.74778468,-23.05996096,-26.78683178,-24.2852276
LOJLAZ01_stripped.cif,5.33783,6.41625,1.67137,1264.44,756.531,0.5883,0.351987,6.73E-06,2.48E-05,9.19E-05,2.13E-05,0.001790353,0.000644862,0.00066161,6008157.445,7987036.075,30325102.7,-16.19575426,-21.09473381,-25.2895194,-25.14990979
LOKGEY_stripped.cif,5.49447,7.21934,0.960409,1195,1244.26,0.55954,0.582606,2.12E-05,7.52E-05,0.00040925,1.67E-05,0.000163548,0.000110851,6.09E-05,993088.1059,2389424.084,7142183.905,-19.30573238,-26.32727177,-32.08316145,-26.229845
LOKGIC_stripped.cif,5.59434,7.53551,1.01609,1196.76,1177.81,0.5706,0.561566,1.59E-05,4.92E-05,0.000179097,6.05E-06,0.000260043,0.000145059,0.000121632,1250676.657,2164103.397,6607273.818,-18.33619567,-24.09154423,-27.12196027,-20.07152007
LOKGOI_stripped.cif,3.81951,5.55428,1.0786,757.85,702.626,0.50846,0.471409,1.67E-05,9.21E-05,0.000348533,0.000709914,0.000115045,0.000102011,7.76E-05,617471.817,3026309.797,8706908.502,-20.73683169,-27.71139125,-30.68434161,-46.16742423
LOKGUO_stripped.cif,4.44402,5.29655,1.2661,486.557,384.297,0.48502,0.383083,1.36E-05,6.38E-05,0.000320105,9.31E-06,0.000224208,0.000192911,6.08E-05,1156546.76,4648883.393,7357298.051,-22.24553349,-29.66143858,-33.35416511,-23.73464683
LOLREL_stripped.cif,6.96426,8.50343,1.40741,1130.45,803.213,0.58724,0.417248,5.90E-06,3.32E-05,5.66E-05,2.72E-06,0.0006731,0.000295466,0.000219653,1667099.798,4122375.883,5220429.353,-16.59117339,-28.59834324,-26.31270405,-17.56220144
LOMFEY_stripped.cif,7.48832,8.54116,1.65422,476.004,287.752,0.39778,0.240464,1.84E-06,3.70E-06,1.09E-05,4.97E-07,0.00056583,0.000240293,0.000275253,513225.4642,439566.9864,1482444.319,-15.12751935,-18.74505953,-20.82886141,-13.19844764
LOMFIC_stripped.cif,7.59298,8.71027,1.66388,493.767,296.757,0.42154,0.253348,1.79E-06,3.73E-06,1.05E-05,5.40E-07,0.000466242,0.000228482,0.000271121,413462.4895,423728.4517,1416520.304,-14.87959868,-18.68220302,-20.65676664,-13.3631057
LOMLOO_stripped.cif,4.33139,5.71867,1.59306,266.883,167.528,0.4576,0.287246,1.10E-05,0.000053619,0.000170742,3.02E-06,0.000239641,0.000290772,0.000104283,1253149.519,7414103.661,8467193.692,-21.66491389,-27.98848375,-30.4180384,-19.69915779
LOMQIP_stripped.cif,4.90923,6.14675,0.951212,2272.41,2388.96,0.64338,0.676379,6.69E-06,0.000164384,0.000278216,9.55836,0.000424138,0.00014429,0.000156652,805396.2795,6734856.824,12375184.23,-15.79601717,-30.263904,-28.34035363,-64.93928972
LONVER_stripped.cif,9.9815,11.04029,1.4282,1491.3,1044.19,0.64618,0.452445,4.50E-06,0.00019695,0.00012644,11.849,0.000880415,0.000127613,0.000258218,1687874.57,10715106.39,13919235.29,-13.03497508,-31.84725879,-27.36201213,-67.16235594
LONVIV_stripped.cif,9.68892,10.8124,1.16864,1472.67,1260.16,0.62412,0.534058,5.71E-06,0.000359608,0.000254861,19.8963,0.001125579,0.000130822,0.000297834,2243143.925,16411440.37,26479746.68,-13.91242415,-33.21001936,-29.58545048,-65.72676329
LOQLEJ_stripped.cif,14.39096,14.68759,1.10691,1060.63,958.185,0.64422,0.581997,4.53E-06,1.29E-05,2.40E-05,1.36E-06,0.001131834,0.000493509,0.000547822,1693732.707,2107267.065,4342041.93,-14.32974655,-19.57140502,-20.3625336,-12.17950237
LOQLIN_stripped.cif,13.93335,14.25431,0.950025,1170.36,1231.92,0.67598,0.711539,3.56E-05,0.00018724,0.000791704,1.47E-05,0.000321063,0.000465504,0.000145171,3239303.209,24717945.63,32593591.22,-24.38392009,-31.22604395,-34.68819634,-24.43975213
LOQYEW_stripped.cif,4.55274,10.73108,0.771493,1523.89,1975.25,0.63798,0.826942,1.16E-05,0.000034469,0.000177828,1.87E-05,0.000324668,0.000169596,0.000162792,865811.4577,1346266.247,6666830.745,-18.10563796,-23.4031621,-28.66083757,-24.26949952
LOSCON_stripped.cif,6.64761,10.1708,0.624548,2248.58,3600.34,0.72206,1.15613,1.36E-05,3.70E-05,9.57E-05,1.84E-05,0.000513572,0.000305592,0.000238732,1305998.623,2105330.902,4261574.951,-15.80931975,-20.39552088,-22.80248789,-27.33920732
LOSCUT_stripped.cif,4.68379,6.67316,0.807264,1849.48,2291.04,0.63852,0.790968,2.83E-05,8.86E-05,0.000277541,2.85E-05,0.00050525,0.00025958,0.000279472,3443862.959,5541676.924,18691149.51,-19.15822784,-23.85468172,-26.1447013,-27.64954303
LOTNOX_stripped.cif,3.83917,4.68269,0.939232,641.416,682.915,0.5638,0.600278,3.52E-05,0.000242662,0.000755123,16.9774,0.000278805,0.000129237,0.000159925,2754655.684,8792580.227,33858150.83,-22.87504634,-32.09467041,-32.28014393,-75.85659289
LOVGEK_stripped.cif,4.15684,5.3883,1.06135,863.181,813.282,0.54216,0.510819,6.32E-05,0.000737221,0.00404135,0.0143457,0.000186423,7.60E-05,8.61E-05,3734847.729,17742192.62,110249068.3,-23.18245393,-34.71522351,-37.45452258,-51.70583092
LOVVAV_stripped.cif,4.05863,5.50924,1.30714,784.732,600.342,0.48386,0.370166,1.53E-05,4.36E-05,0.000169864,2.08E-06,0.000151099,0.000146375,8.53E-05,903236.4813,2487673.932,5654734.29,-20.72779274,-25.62533675,-27.81001621,-15.89653966
