,MOF,TSN Class,Predictions,TSN,Correct,,,
415,VOZVIR01_stripped.cif,LOW,LOW,1.524863162,TRUE,,,
534,CUPXOC_stripped.cif,LOW,LOW,1.523112566,TRUE,,,
270,EFOLEQ_stripped.cif,LOW,LOW,1.507253007,TRUE,,,
776,JASXEJ_stripped.cif,LOW,LOW,1.502011762,TRUE,,,
642,QEVLAF_stripped.cif,LOW,LOW,1.470483186,TRUE,,,
322,LOMLOO_stripped.cif,LOW,LOW,1.443100323,TRUE,,,
439,HAFPUB_stripped.cif,LOW,LOW,1.442197139,TRUE,,,
339,UZUNAF_stripped.cif,LOW,LOW,1.42832727,TRUE,,,
287,GUPDIF_stripped.cif,LOW,LOW,1.42209819,TRUE,,,
161,WOPSAX_stripped.cif,LOW,LOW,1.417108511,TRUE,,,
295,ULEGOH_stripped.cif,LOW,LOW,1.369720203,TRUE,,,
306,UVUDUM_stripped.cif,LOW,LOW,1.369026939,TRUE,,,
50,EHESUH_stripped.cif,LOW,LOW,1.364854589,TRUE,,,
285,HIKMIY_stripped.cif,LOW,LOW,1.350651589,TRUE,,,
422,LAKFIN_stripped.cif,LOW,LOW,1.338159533,TRUE,,,
385,COKMUM_stripped.cif,LOW,LOW,1.333721792,TRUE,,,
349,BUSNAF_stripped.cif,LOW,LOW,1.327897818,TRUE,,,
350,AVAKAL02_stripped.cif,LOW,LOW,1.318449793,TRUE,,,
116,SUWCIY_stripped.cif,LOW,LOW,1.305156639,TRUE,,,
382,NUZCER_stripped.cif,LOW,LOW,1.247126917,TRUE,,,
209,GAXQIH_stripped.cif,LOW,LOW,1.246664552,TRUE,,,
366,VAVKEK_stripped.cif,LOW,LOW,1.200277774,TRUE,,,
376,CEJBEA_stripped.cif,LOW,LOW,1.189740636,TRUE,,,
411,ILIMOH_stripped.cif,LOW,LOW,1.185894746,TRUE,,,
167,CUMJEB_stripped.cif,LOW,LOW,1.177894796,TRUE,,,
140,DAMZOJ_stripped.cif,LOW,LOW,1.162756656,TRUE,,,
602,OHOFIA_stripped.cif,LOW,LOW,1.147420168,TRUE,,,
305,TAGSOL01_stripped.cif,LOW,LOW,1.124000901,TRUE,,,
598,CAFTAF_stripped.cif,LOW,LOW,1.100288331,TRUE,,,
695,VEHPUU_stripped.cif,LOW,LOW,1.097941811,TRUE,,,
131,NIMJUP_stripped.cif,LOW,LOW,1.095646666,TRUE,,,
424,NEHRUQ_stripped.cif,LOW,LOW,1.092710498,TRUE,,,
247,MABKIK01_stripped.cif,LOW,LOW,1.076157868,TRUE,,,
684,HIHJUF_stripped.cif,LOW,LOW,1.052487734,TRUE,,,
36,EMOGAQ_stripped.cif,LOW,LOW,1.046967456,TRUE,,,
170,IWELOM_stripped.cif,LOW,LOW,1.021337559,TRUE,,,
86,KOSMAI_stripped.cif,LOW,LOW,1.015173398,TRUE,,,
435,JOYKUF_stripped.cif,LOW,LOW,1.010025964,TRUE,,,
154,KOPZIA01_stripped.cif,LOW,LOW,0.962477331,TRUE,,,
407,DAMZEZ_stripped.cif,LOW,LOW,0.954345143,TRUE,,,
231,XAKCUK_stripped.cif,LOW,LOW,0.929454337,TRUE,,,
460,KOSKUA_stripped.cif,LOW,LOW,0.895668954,TRUE,,,
177,BUVXOG01_stripped.cif,LOW,LOW,0.888302552,TRUE,,,
333,IBUVUX_stripped.cif,LOW,LOW,0.883889114,TRUE,,,
711,JATVOS_stripped.cif,LOW,LOW,0.871796966,TRUE,,,
141,ODEQAS_stripped.cif,LOW,LOW,0.870169388,TRUE,,,
770,JUCGUL_stripped.cif,LOW,LOW,0.835428076,TRUE,,,
403,BUVXOG_stripped.cif,LOW,LOW,0.769066591,TRUE,,,
225,PIHJOH01_stripped.cif,LOW,LOW,0.750798903,TRUE,,,
367,MABKEG_stripped.cif,LOW,LOW,0.70003909,TRUE,,,
147,PIHJOH02_stripped.cif,LOW,LOW,0.664860453,TRUE,,,
150,PARMIG_stripped.cif,LOW,LOW,0.650237231,TRUE,,,
74,VULRAW_stripped.cif,LOW,LOW,0.622535838,TRUE,,,
434,TAQGOK_stripped.cif,LOW,LOW,0.619671263,TRUE,,,
445,OSIXIY_stripped.cif,LOW,LOW,0.576135172,TRUE,,,
164,OSIWOD01_stripped.cif,LOW,LOW,0.5212355,TRUE,,,
529,DEGJEG_stripped.cif,LOW,LOW,0.487436826,TRUE,,,
18,IBUYAH_stripped.cif,LOW,LOW,0.479031353,TRUE,,,
544,EHONOG_stripped.cif,LOW,LOW,0.45321107,TRUE,,,
508,URIPIV_stripped.cif,LOW,LOW,0.322674216,TRUE,,,
268,DETHEQ_stripped.cif,LOW,LOW,0.274648145,TRUE,,,
46,VIXBEK_stripped.cif,LOW,LOW,0.255241937,TRUE,,,
389,LACFOM_stripped.cif,LOW,LOW,0.249974818,TRUE,,,
568,DEYCAN_stripped.cif,LOW,LOW,0.220072861,TRUE,,,
87,MUHKIJ_stripped.cif,LOW,LOW,0.204491573,TRUE,,,
219,COKPID_stripped.cif,LOW,LOW,0.180442831,TRUE,,,
21,OZUKUR_stripped.cif,LOW,LOW,0.052239333,TRUE,,,
